rosbagTimestamp,seq,secs,nsecs,frame_id,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type,normality
1.57E+18,12,1574069788,589586889,base_link,0,1,40.3548491,-3.7441336,706.5866118,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,13,1574069788,832214762,base_link,0,1,40.3548491,-3.7441334,706.5766117,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,14,1574069789,72036531,base_link,0,1,40.3548491,-3.7441332,706.5666115,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,15,1574069789,312591866,base_link,0,1,40.3548489,-3.7441329,706.566611,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,16,1574069789,546171864,base_link,0,1,40.3548486,-3.7441325,706.5666104,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,17,1574069789,791880089,base_link,0,1,40.3548485,-3.7441322,706.5666101,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,18,1574069790,32167829,base_link,0,1,40.3548483,-3.744132,706.5666097,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,19,1574069790,272064333,base_link,0,1,40.3548478,-3.7441318,706.566609,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,20,1574069790,511908836,base_link,0,1,40.3548477,-3.7441314,706.5666086,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,21,1574069790,751707260,base_link,0,1,40.3548477,-3.7441312,706.5666084,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,22,1574069790,992110298,base_link,0,1,40.3548477,-3.744131,706.5566083,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,23,1574069791,230517411,base_link,0,1,40.3548478,-3.7441309,706.5566083,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,24,1574069791,471115168,base_link,0,1,40.3548476,-3.7441306,706.5566078,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,25,1574069791,709672779,base_link,0,1,40.3548473,-3.7441303,706.5666073,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,26,1574069791,951364561,base_link,0,1,40.3548469,-3.74413,706.5666066,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,27,1574069792,191955628,base_link,0,1,40.3548464,-3.7441297,706.5666059,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,28,1574069792,429676806,base_link,0,1,40.3548459,-3.7441294,706.5666051,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,29,1574069792,670266654,base_link,0,1,40.3548454,-3.7441292,706.5766045,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,30,1574069792,907640418,base_link,0,1,40.3548449,-3.7441289,706.5866037,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 6.8120994524002185]",1,1
1.57E+18,31,1574069793,151320966,base_link,0,1,40.3548444,-3.7441287,706.5866031,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,32,1574069793,390181189,base_link,0,1,40.3548442,-3.7441284,706.5966026,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,33,1574069793,630179269,base_link,0,1,40.3548438,-3.744128,706.6066019,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,34,1574069793,910897648,base_link,0,1,40.3548428,-3.7441277,706.6266007,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,35,1574069794,212079920,base_link,0,1,40.3548418,-3.7441273,706.6465994,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,36,1574069794,523366130,base_link,0,1,40.3548412,-3.7441269,706.6665984,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,37,1574069794,792667954,base_link,0,1,40.3548409,-3.7441265,706.6765978,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,38,1574069795,72272256,base_link,0,1,40.3548407,-3.744126,706.6865972,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,39,1574069795,352943931,base_link,0,1,40.3548406,-3.7441254,706.6965966,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,40,1574069795,673820453,base_link,0,1,40.3548402,-3.7441249,706.7165958,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,41,1574069795,916183219,base_link,0,1,40.3548395,-3.7441244,706.7265946,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,42,1574069796,199629048,base_link,0,1,40.3548389,-3.7441239,706.7365936,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,43,1574069796,466865985,base_link,0,1,40.3548379,-3.7441233,706.7465922,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,44,1574069796,753584102,base_link,0,1,40.3548366,-3.7441226,706.7665903,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,45,1574069797,34202996,base_link,0,1,40.3548354,-3.7441221,706.7765887,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,46,1574069797,339019615,base_link,0,1,40.354834,-3.7441217,706.786587,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,47,1574069797,613904827,base_link,0,1,40.354833,-3.7441218,706.8065861,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,48,1574069797,883593833,base_link,0,1,40.3548321,-3.7441215,706.816585,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,49,1574069798,172407038,base_link,0,1,40.3548314,-3.7441211,706.816584,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,50,1574069798,433773910,base_link,0,1,40.3548307,-3.7441205,706.8165828,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,51,1574069798,696569421,base_link,0,1,40.3548305,-3.7441196,706.8165818,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.326399682617193]",1,1
1.57E+18,52,1574069798,995037164,base_link,0,1,40.35483,-3.7441186,706.8165805,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,53,1574069799,271450003,base_link,0,1,40.3548297,-3.7441176,706.8165793,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,54,1574069799,556982200,base_link,0,1,40.3548295,-3.7441167,706.8065784,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,55,1574069799,833279191,base_link,0,1,40.3548295,-3.7441158,706.7965776,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,56,1574069800,126246691,base_link,0,1,40.3548295,-3.7441151,706.786577,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,57,1574069800,430388669,base_link,0,1,40.3548294,-3.7441139,706.7665759,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,58,1574069800,695583680,base_link,0,1,40.3548293,-3.7441126,706.7665746,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,59,1574069800,972102529,base_link,0,1,40.3548291,-3.7441114,706.7665734,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,60,1574069801,279173997,base_link,0,1,40.354829,-3.7441106,706.7565726,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,61,1574069801,548252742,base_link,0,1,40.3548287,-3.74411,706.7665718,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,62,1574069801,831952131,base_link,0,1,40.3548285,-3.7441095,706.7765712,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,63,1574069802,132691955,base_link,0,1,40.3548283,-3.7441087,706.7765703,"[0.774399991607666, 0.0, 0.0, 0.0, 0.774399991607666, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,64,1574069802,411333107,base_link,0,1,40.3548283,-3.7441082,706.7865699,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,65,1574069802,686854050,base_link,0,1,40.3548285,-3.7441076,706.7965696,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,66,1574069802,971616155,base_link,0,1,40.3548287,-3.7441073,706.7965695,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,67,1574069803,227184983,base_link,0,1,40.354829,-3.7441072,706.7865697,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,68,1574069803,508512649,base_link,0,1,40.3548292,-3.7441073,706.78657,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,69,1574069803,832006513,base_link,0,1,40.3548294,-3.7441071,706.77657,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,70,1574069804,106531217,base_link,0,1,40.3548297,-3.7441063,706.7565696,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,71,1574069804,385873452,base_link,0,1,40.3548299,-3.744106,706.7465695,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,72,1574069804,647845629,base_link,0,1,40.3548299,-3.7441061,706.7565696,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,73,1574069804,931889273,base_link,0,1,40.3548298,-3.7441058,706.7565693,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,74,1574069805,190367542,base_link,0,1,40.3548299,-3.7441055,706.7565691,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,75,1574069805,481420959,base_link,0,1,40.3548301,-3.744105,706.7565689,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,76,1574069805,745529467,base_link,0,1,40.3548305,-3.7441041,706.7365685,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,77,1574069806,32039605,base_link,0,1,40.3548312,-3.7441031,706.7465683,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,78,1574069806,347252311,base_link,0,1,40.3548319,-3.7441018,706.7665678,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,79,1574069806,615868176,base_link,0,1,40.3548323,-3.7441008,706.8165674,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,80,1574069806,904942278,base_link,0,1,40.3548322,-3.7441005,706.876567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,81,1574069807,206177879,base_link,0,1,40.3548312,-3.7441014,706.9265668,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,82,1574069807,489975902,base_link,0,1,40.3548308,-3.744102,706.986567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,83,1574069807,745586196,base_link,0,1,40.3548306,-3.7441025,707.0565672,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,84,1574069808,26025009,base_link,0,1,40.3548305,-3.7441028,707.1065674,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,85,1574069808,312139810,base_link,0,1,40.3548306,-3.7441025,707.1365672,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,86,1574069808,632191494,base_link,0,1,40.3548308,-3.7441014,707.1365664,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,87,1574069808,871890324,base_link,0,1,40.354831,-3.7441005,707.1365659,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,88,1574069809,150923494,base_link,0,1,40.3548311,-3.7440994,707.146565,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,89,1574069809,431444068,base_link,0,1,40.3548307,-3.7440983,707.1665637,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,90,1574069809,711718626,base_link,0,1,40.3548298,-3.7440982,707.1865627,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,91,1574069809,971806444,base_link,0,1,40.3548296,-3.7440981,707.1965624,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,92,1574069810,275014752,base_link,0,1,40.3548304,-3.744097,707.1965623,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,93,1574069810,584994757,base_link,0,1,40.3548309,-3.7440954,707.2065614,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,94,1574069810,844444559,base_link,0,1,40.3548311,-3.7440942,707.2165605,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,95,1574069811,159034458,base_link,0,1,40.3548314,-3.7440928,707.2265596,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,96,1574069811,432780007,base_link,0,1,40.3548318,-3.7440912,707.2565586,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,97,1574069811,670008001,base_link,0,1,40.354832,-3.7440902,707.2965579,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,98,1574069811,965365992,base_link,0,1,40.354833,-3.7440899,707.3665587,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,99,1574069812,246427316,base_link,0,1,40.3548339,-3.7440899,707.4365595,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,100,1574069812,535666572,base_link,0,1,40.3548345,-3.74409,707.5165602,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,101,1574069812,807612219,base_link,0,1,40.3548343,-3.7440906,707.6065605,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,102,1574069813,91715225,base_link,0,1,40.3548342,-3.7440909,707.6965607,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,103,1574069813,407950368,base_link,0,1,40.3548344,-3.7440909,707.7965609,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,104,1574069813,738986609,base_link,0,1,40.3548347,-3.7440895,707.88656,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,105,1574069813,990233014,base_link,0,1,40.354835,-3.744088,707.9365589,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,106,1574069814,252295488,base_link,0,1,40.3548353,-3.7440865,707.9865579,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,107,1574069814,531168904,base_link,0,1,40.3548355,-3.7440853,708.0565571,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,108,1574069814,843627153,base_link,0,1,40.3548355,-3.7440851,708.1165569,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57E+18,109,1574069815,92423391,base_link,0,1,40.3548356,-3.744085,708.1565569,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57E+18,110,1574069815,352625274,base_link,0,1,40.3548356,-3.7440849,708.2065569,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,111,1574069815,609622104,base_link,0,1,40.3548356,-3.7440848,708.2665568,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57E+18,112,1574069815,871516259,base_link,0,1,40.3548359,-3.744085,708.3065572,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57E+18,113,1574069816,130096996,base_link,0,1,40.3548361,-3.744085,708.3465574,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,114,1574069816,387862041,base_link,0,1,40.3548359,-3.7440848,708.3565571,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,115,1574069816,684191081,base_link,0,1,40.3548357,-3.7440845,708.3565566,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57E+18,116,1574069816,933011259,base_link,0,1,40.3548355,-3.7440841,708.3765561,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,117,1574069817,191774262,base_link,0,1,40.3548353,-3.7440837,708.4065555,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,118,1574069817,475416664,base_link,0,1,40.3548351,-3.7440832,708.4465549,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,119,1574069817,732358050,base_link,0,1,40.3548347,-3.7440829,708.4665543,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,120,1574069817,984913956,base_link,0,1,40.3548339,-3.7440826,708.4665532,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,121,1574069818,254812238,base_link,0,1,40.3548331,-3.7440822,708.4765521,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,122,1574069818,530304703,base_link,0,1,40.3548326,-3.744082,708.4765515,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,123,1574069818,803922803,base_link,0,1,40.3548324,-3.744082,708.4765513,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,124,1574069819,47443220,base_link,0,1,40.3548323,-3.7440823,708.4765514,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,125,1574069819,312416602,base_link,0,1,40.3548321,-3.7440828,708.4765517,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,126,1574069819,605016689,base_link,0,1,40.3548319,-3.7440828,708.4765515,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57E+18,127,1574069819,900639109,base_link,0,1,40.3548314,-3.7440824,708.4765507,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 4.284899723625188]",1,1
