rosbagTimestamp,seq,secs,nsecs,frame_id,airspeed,groundspeed,heading,throttle,altitude,climb,normality
1.57407E+18,162,1574069817,258311308,'',0.158000007,0.159936652,69,0.769999981,656.7799683,0.052257985,1
1.57407E+18,163,1574069817,511392051,'',0.078000002,0.159549892,70,0.779999971,656.8099976,0.011691784,1
1.57407E+18,164,1574069817,771173132,'',0.244000018,0.172085255,70,0.790000021,656.8299561,-0.022408169,1
1.57407E+18,165,1574069818,43640285,'',0.235000014,0.248271123,68,0.790000021,656.8399658,-0.040377934,1
1.57407E+18,166,1574069818,323694259,'',0.156000003,0.147562161,68,0.790000021,656.8299561,-0.043890994,1
1.57407E+18,167,1574069818,636543464,'',0.042000003,0.014881517,67,0.779999971,656.8399658,-0.016511628,1
1.57407E+18,168,1574069818,913661965,'',0.071000002,0.045209337,67,0.779999971,656.8399658,-0.02396328,1
1.57407E+18,169,1574069819,171471370,'',0.122000009,0.05469019,67,0.779999971,656.8399658,-0.026986782,1
1.57407E+18,170,1574069819,443969751,'',0.235000014,0.119926758,66,0.790000021,656.8399658,-0.03163192,1
1.57407E+18,171,1574069819,702861846,'',0.252000004,0.248832271,64,0.790000021,656.8399658,-0.039815694,1
1.57407E+18,172,1574069819,963351327,'',0.059000004,0.296283156,63,0.779999971,656.8399658,-0.009229581,1
1.57407E+18,173,1574069820,244185844,'',0.148000002,0.221128494,62,0.779999971,656.8399658,-0.009166151,1
1.57407E+18,174,1574069820,507698406,'',0.320000023,0.069663212,62,0.800000012,656.8399658,-0.059260882,1
1.57407E+18,175,1574069820,849582283,'',0.315000027,0.112759054,61,0.779999971,656.8399658,-0.029776938,1
1.57407E+18,176,1574069821,90709148,'',0.344000012,0.232755259,60,0.800000012,656.8299561,-0.067362845,1
1.57407E+18,177,1574069821,324389933,'',0.594000041,0.322584629,60,0.779999971,656.8099976,-0.014113725,1
1.57407E+18,178,1574069821,582978458,'',0.461000025,0.298705071,60,0.810000002,656.789978,-0.052027762,1
1.57407E+18,179,1574069821,907305667,'',0.376000017,0.169368178,62,0.819999993,656.7799683,-0.0665714,1
1.57407E+18,180,1574069822,188055976,'',0.220000014,0.158928201,63,0.810000002,656.7600098,-0.061254997,1
1.57407E+18,181,1574069822,452935732,'',0.146000013,0.197472185,62,0.819999993,656.75,-0.053831559,1
1.57407E+18,182,1574069822,706301647,'',0.215000004,0.227466345,61,0.810000002,656.7399902,-0.027431292,1
1.57407E+18,183,1574069822,972135071,'',0.21800001,0.224746943,60,0.829999983,656.7199707,-0.078081675,1
1.57407E+18,184,1574069823,265460086,'',0.207000017,0.171259254,59,0.829999983,656.6900024,-0.06689287,1
1.57407E+18,185,1574069823,540407065,'',0.117000006,0.230978787,59,0.829999983,656.6799927,-0.056395248,1
1.57407E+18,186,1574069823,789467653,'',0.098000005,0.231394038,60,0.850000024,656.6499634,-0.087324522,1
1.57407E+18,187,1574069824,48470267,'',0.346000016,0.258386582,61,0.860000014,656.6300049,-0.091965072,1
1.57407E+18,188,1574069824,320393863,'',0.332000017,0.268097281,62,0.860000014,656.5999756,-0.106455028,1
1.57407E+18,189,1574069824,567453998,'',0.291000009,0.213329613,61,0.870000005,656.5799561,-0.106118686,1
1.57407E+18,190,1574069824,843732722,'',0.333000004,0.160225719,61,0.870000005,656.5700073,-0.094355538,1
1.57407E+18,191,1574069825,103386439,'',0.360000014,0.108198233,60,0.879999995,656.5499878,-0.116729088,1
1.57407E+18,192,1574069825,394002993,'',0.470000029,0.086738326,60,0.889999986,656.5199585,-0.113352902,1
1.57407E+18,193,1574069825,669014867,'',0.960000038,0.104919821,61,0.899999976,656.4899902,-0.12946406,1
1.57407E+18,194,1574069825,935604770,'',0.089000002,0.108197063,61,0.920000017,656.4400024,-0.136661842,1
1.57407E+18,195,1574069826,183374101,'',0.451000035,0.157219306,62,0.920000017,656.4099731,-0.134005383,1
1.57407E+18,196,1574069826,470174491,'',0.161000013,0.130070269,61,0.939999998,656.3800049,-0.156597853,1
1.57407E+18,197,1574069826,722988241,'',0.220000014,0.068140358,61,0.939999998,656.3399658,-0.147267312,1
1.57407E+18,198,1574069827,44691609,'',0.775000036,0.053922292,61,0.959999979,656.289978,-0.153307989,1
1.57407E+18,199,1574069827,344029286,'',0.139000013,0.133167133,61,0.970000029,656.2399902,-0.158183962,1
1.57407E+18,200,1574069827,568706228,'',0.17400001,0.125180006,61,0.980000019,656.2099609,-0.171763167,1
1.57407E+18,201,1574069827,823332699,'',0.266000003,0.102167353,60,1,656.1699829,-0.19408603,1
1.57407E+18,202,1574069828,119857423,'',0.408000022,0.066539772,58,1,656.1300049,-0.173815668,1
1.57407E+18,203,1574069828,368868122,'',0.255000025,0.021700127,58,1,656.0799561,-0.189207479,1
1.57407E+18,204,1574069828,634456240,'',0.187000006,0.017988119,60,1,656.0499878,-0.228257731,1
1.57407E+18,205,1574069828,883152009,'',0.356000006,0.018383317,61,1,656,-0.235381812,1
1.57407E+18,206,1574069829,148232351,'',0.537,0.035440102,61,1,655.9599609,-0.244630486,1
1.57407E+18,207,1574069829,424665834,'',0.594000041,0.150688767,60,1,655.9299927,-0.253877342,1
1.57407E+18,208,1574069829,713206848,'',0.168000013,0.326170266,61,1,655.8999634,-0.274413139,1
1.57407E+18,209,1574069829,963930693,'',0.422000021,0.3989999,61,1,655.8699951,-0.297610044,1
1.57407E+18,210,1574069830,223385194,'',0.453000009,0.352386028,62,1,655.8599854,-0.245998919,1
1.57407E+18,211,1574069830,483586285,'',0.220000014,0.286522299,62,1,655.8499756,-0.262042612,1
1.57407E+18,212,1574069830,795036183,'',0.498000026,0.195277601,62,1,655.8599854,-0.249275282,1
1.57407E+18,213,1574069831,51696181,'',0.124000005,0.148005694,62,1,655.8800049,-0.232531667,1
1.57407E+18,214,1574069831,302502433,'',0.111000009,0.153465047,62,1,655.8900146,-0.252454787,1
1.57407E+18,215,1574069831,583074138,'',0.268000007,0.121150151,62,1,655.8999634,-0.218469366,1
1.57407E+18,216,1574069831,872635622,'',0.379000008,0.091406956,62,1,655.9199829,-0.219131798,1
1.57407E+18,217,1574069832,133023051,'',0.254000008,0.051152669,62,1,655.9199829,-0.203782856,1
1.57407E+18,218,1574069832,383995531,'',0.193000004,0.04306392,63,1,655.9199829,-0.191273317,1
1.57407E+18,219,1574069832,656456562,'',0.145000011,0.089172281,63,1,655.9299927,-0.186873615,1
1.57407E+18,220,1574069832,930135110,'',0.097000003,0.112262271,63,1,655.9299927,-0.159107745,1
1.57407E+18,221,1574069833,238291938,'',0.228000015,0.065066099,62,1,655.9299927,-0.18006593,1
1.57407E+18,222,1574069833,482688902,'',0.341000021,0.020665135,62,1,655.9400024,-0.166018918,1
1.57407E+18,223,1574069833,791742909,'',0.089000002,0.078171797,63,1,655.9400024,-0.170414254,1
1.57407E+18,224,1574069834,44317139,'',0.090000004,0.089963384,63,1,655.9400024,-0.184476733,1
1.57407E+18,225,1574069834,302284431,'',0.103000008,0.095388487,63,1,655.9400024,-0.191870868,1
1.57407E+18,226,1574069834,568702629,'',0.123000003,0.08489497,63,1,655.9400024,-0.179247826,1
1.57407E+18,227,1574069834,843189975,'',0.009000001,0.088500701,63,1,655.9400024,-0.183476716,1
1.57407E+18,228,1574069835,123104217,'',0.114000008,0.082549021,63,1,655.9400024,-0.180330917,1
1.57407E+18,229,1574069835,386938744,'',0.018000001,0.07853242,63,1,655.9400024,-0.183600754,1
1.57407E+18,230,1574069835,677214725,'',0.234000012,0.113467619,64,1,655.9500122,-0.18541877,1
1.57407E+18,231,1574069835,977956531,'',0.155000001,0.140624553,64,1,655.9500122,-0.18836616,1
1.57407E+18,232,1574069836,232597026,'',0.105000004,0.134501919,64,1,655.9599609,-0.170745984,1
1.57407E+18,233,1574069836,485266115,'',0.279000014,0.10582006,63,1,655.9699707,-0.15419814,1
1.57407E+18,234,1574069836,751577554,'',0.038000003,0.083313063,63,1,655.9699707,-0.156420797,1
1.57407E+18,235,1574069837,9791455,'',0.232000008,0.062305983,64,1,655.9699707,-0.162267685,1
1.57407E+18,236,1574069837,267210920,'',0.159000009,0.071058519,64,1,655.9699707,-0.16830796,1
1.57407E+18,237,1574069837,548918896,'',0.121000007,0.074926481,64,1,655.9699707,-0.170091793,1
1.57407E+18,238,1574069837,840595855,'',0.177000001,0.102720089,63,1,655.9699707,-0.156217903,1
1.57407E+18,239,1574069838,127133269,'',0.15200001,0.104774967,63,1,655.9799805,-0.16501604,1
1.57407E+18,240,1574069838,379022549,'',0.053000003,0.117857076,63,1,655.9899902,-0.151179135,1
1.57407E+18,241,1574069838,665121040,'',0.020000001,0.11582911,63,1,656.0100098,-0.151789561,1
1.57407E+18,242,1574069838,904702630,'',0.025,0.105078921,62,1,656.0199585,-0.134242877,1
1.57407E+18,243,1574069839,163582226,'',0.263000011,0.080337361,60,1,656.0299683,-0.139968395,1
1.57407E+18,244,1574069839,423065586,'',0.042000003,0.059834365,60,1,656.0299683,-0.155798644,1
1.57407E+18,245,1574069839,682721741,'',0.07,0.085823968,60,1,656.039978,-0.14885366,1
1.57407E+18,246,1574069839,942421174,'',0.063000001,0.099177934,60,1,656.039978,-0.132890701,1
1.57407E+18,247,1574069840,308039743,'',0.317000002,0.096381776,59,1,656.0599976,-0.157512724,1
1.57407E+18,248,1574069840,590573133,'',0.107000008,0.100452818,59,1,656.0700073,-0.173718765,1
1.57407E+18,249,1574069840,855974019,'',0.170000002,0.104659922,61,1,656.0700073,-0.163923487,1
1.57407E+18,250,1574069841,114937621,'',0.143000007,0.138671234,61,1,656.0799561,-0.153549552,1
1.57407E+18,251,1574069841,402251679,'',0.162,0.145971715,62,1,656.0799561,-0.181240931,1
1.57407E+18,252,1574069841,750876594,'',0.259000003,0.126020432,62,0.99000001,656.0700073,-0.184610873,1
1.57407E+18,253,1574069842,45717781,'',0.296000004,0.163843706,62,0.939999998,656.0599976,-0.198990196,1
1.57407E+18,254,1574069842,303999923,'',0.079000004,0.148980096,63,0.870000005,656.039978,-0.177944034,1
1.57407E+18,255,1574069842,582849702,'',0.266000003,0.088796034,63,0.810000002,656.0299683,-0.194568217,1
1.57407E+18,256,1574069842,870732791,'',0.038000003,0.123523206,63,0.74000001,656.0100098,-0.181794241,1
1.57407E+18,257,1574069843,162332311,'',0.205000013,0.073412992,64,0.670000017,655.9899902,-0.216054603,1
1.57407E+18,258,1574069843,482348058,'',0.399000019,0.083843134,65,0.550000012,655.9699707,-0.204464152,1
1.57407E+18,259,1574069843,824249993,'',0.116000004,0.079051852,65,0.439999998,655.9400024,-0.199175879,1
1.57407E+18,260,1574069844,124756541,'',0.072000004,0.091605768,65,0.319999993,655.9199829,-0.225605309,1
1.57407E+18,261,1574069844,376428464,'',0.175000012,0.084472865,65,0.209999993,655.8800049,-0.283771634,1
1.57407E+18,262,1574069844,700837346,'',0.413000017,0.1199302,65,0.079999998,655.8299561,-0.33286342,1
1.57407E+18,263,1574069844,948670527,'',0.123000003,0.131802693,66,0,655.7699585,-0.427474558,1
1.57407E+18,264,1574069845,203329730,'',0.198000014,0.105937585,66,0,655.6799927,-0.544478476,1
1.57407E+18,265,1574069845,464068322,'',0.237000018,0.124641456,66,0,655.5700073,-0.642094672,1
1.57407E+18,266,1574069845,745508137,'',0.229000017,0.10478574,66,0,655.4299927,-0.5790838,1
1.57407E+18,267,1574069846,33391160,'',0.310000002,0.097475119,66,0,655.3200073,-0.538748026,1
1.57407E+18,268,1574069846,283522174,'',0.251000017,0.087248698,66,0,655.2299805,-0.425608516,1
1.57407E+18,269,1574069846,545698955,'',0.237000018,0.062418938,67,0,655.1699829,-0.330886602,1
1.57407E+18,270,1574069846,783409465,'',0.154000014,0.089705467,67,0,655.1300049,-0.326864719,1
1.57407E+18,271,1574069847,23992054,'',0.123000003,0.107769221,67,0,655.0700073,-0.45209226,1
1.57407E+18,272,1574069847,263402735,'',0.175000012,0.086463712,67,0,654.9799805,-0.565694809,1
1.57407E+18,273,1574069847,504056472,'',0.037,0.108174711,68,0,654.8499756,-0.596752167,1
1.57407E+18,274,1574069847,742700098,'',0.102000006,0.10089045,68,0,654.7399902,-0.534064293,1
1.57407E+18,275,1574069847,983340748,'',0.192000002,0.139145255,68,0,654.6499634,-0.530428827,1
1.57407E+18,276,1574069848,222947123,'',0.293000013,0.125854462,69,0,654.5599976,-0.509498656,1
1.57407E+18,277,1574069848,470833921,'',1.014000058,0.125064597,69,0,654.4799805,-0.45527634,1
1.57407E+18,278,1574069848,703282214,'',0.830000043,0.087805212,68,0,654.4199829,-0.327170312,1
1.57407E+18,279,1574069848,943990491,'',0.820000052,0.084060304,69,0,654.3999634,-0.230140477,1
1.57407E+18,280,1574069849,183543464,'',0.823000014,0.164326623,69,0,654.3999634,-0.188030541,1
1.57407E+18,281,1574069849,423476448,'',0.15200001,0.225614935,70,0,654.4199829,-0.158379152,1
1.57407E+18,282,1574069849,662794506,'',0.251000017,0.25339818,70,0,654.4400024,-0.149439454,1
1.57407E+18,283,1574069849,903550245,'',0.503000021,0.264490932,70,0,654.4699707,-0.135602623,1
1.57407E+18,284,1574069850,143150023,'',0.458000034,0.256713182,70,0,654.5,-0.127100796,1
1.57407E+18,285,1574069850,383714183,'',0.183000013,0.243831038,70,0,654.5299683,-0.117769748,1
1.57407E+18,286,1574069850,623307384,'',0.342000008,0.245664805,70,0,654.5599976,-0.109686531,1
1.57407E+18,287,1574069850,866636427,'',0.263000011,0.259096593,70,0,654.5899658,-0.10397993,1
1.57407E+18,288,1574069851,112657711,'',0.297000021,0.261140764,70,0,654.6099854,-0.095208995,1
1.57407E+18,289,1574069851,343183728,'',0.179000005,0.259553999,70,0,654.6400146,-0.086977869,1
1.57407E+18,290,1574069851,582855832,'',0.13000001,0.251947612,70,0,654.6599731,-0.080166966,1
1.57407E+18,291,1574069851,828524226,'',0.042000003,0.247271001,70,0,654.6900024,-0.074567378,1
1.57407E+18,292,1574069852,63330117,'',0.173000008,0.23626554,70,0,654.7099609,-0.07052619,1
1.57407E+18,293,1574069852,303739087,'',0.344000012,0.22929354,70,0,654.7299805,-0.066279039,1
1.57407E+18,294,1574069852,543439091,'',0.113000005,0.228403851,70,0,654.7600098,-0.061980914,1
1.57407E+18,295,1574069852,783065672,'',0.091000006,0.219284475,70,0,654.7799683,-0.061037775,1
1.57407E+18,296,1574069853,25552632,'',0.179000005,0.212823704,71,0,654.789978,-0.060807634,1
1.57407E+18,297,1574069853,263334858,'',0.091000006,0.200825557,71,0,654.7999878,-0.059237894,1
1.57407E+18,298,1574069853,502981968,'',0.127000004,0.190506339,71,0,654.8099976,-0.057602849,1
1.57407E+18,299,1574069853,755619822,'',0.284000009,0.184689701,71,0,654.8200073,-0.058398422,1
1.57407E+18,300,1574069853,983253767,'',0.178000003,0.177758306,71,0,654.8299561,-0.058762219,1
1.57407E+18,301,1574069854,224152545,'',0.090000004,0.164750054,71,0,654.8299561,-0.058925495,1
1.57407E+18,302,1574069854,462489058,'',0.042000003,0.145337656,71,0,654.8399658,-0.059552174,1
1.57407E+18,303,1574069854,703328742,'',0.194000006,0.127345979,71,0,654.8499756,-0.060713317,1
1.57407E+18,304,1574069854,942808958,'',0.131999999,0.119622126,71,0,654.8499756,-0.062135868,1
1.57407E+18,305,1574069855,183519780,'',0.204000011,0.113917761,71,0,654.8499756,-0.061913945,1
1.57407E+18,306,1574069855,423927565,'',0.033,0.104167551,71,0,654.8399658,-0.064660251,1
1.57407E+18,307,1574069855,663748024,'',0.182000011,0.092075273,71,0,654.8499756,-0.066616721,1
1.57407E+18,308,1574069855,902373482,'',0.160000011,0.073177367,71,0,654.8399658,-0.070916161,1
1.57407E+18,309,1574069856,142985909,'',0.19600001,0.05948773,71,0,654.8299561,-0.074939087,1
1.57407E+18,310,1574069856,389751145,'',0.066,0.044655301,71,0,654.8200073,-0.079845168,1
1.57407E+18,311,1574069856,623212927,'',0.143000007,0.023072548,71,0,654.8099976,-0.08325991,1
1.57407E+18,312,1574069856,862886182,'',0.117000006,0.008657411,71,0,654.789978,-0.087677822,1
1.57407E+18,313,1574069857,103616473,'',0.268000007,0.017987935,71,0,654.7699585,-0.0944205,1
