,%time,seq,stamp,frame_id,fluid_pressure,variance
61,1574069800189490639,113,1574069800189088048,base_link,94246.521,0
62,1574069800452206051,114,1574069800451930642,base_link,94244.7876,0
63,1574069800665645354,115,1574069800665231070,base_link,94246.63696,0
64,1574069800908073338,116,1574069800907941192,base_link,94245.97168,0
65,1574069801154218867,117,1574069801153773215,base_link,94244.01855,0
66,1574069801388379532,118,1574069801388195942,base_link,94248.74878,0
67,1574069801648271842,119,1574069801647870339,base_link,94245.08667,0
68,1574069801869881631,120,1574069801869674904,base_link,94246.16699,0
69,1574069802105689928,121,1574069802105246651,base_link,94246.21582,0
70,1574069802351634002,122,1574069802351392347,base_link,94245.4834,0
71,1574069802635616434,123,1574069802635211358,base_link,94243.78662,0
72,1574069802833413997,124,1574069802833225225,base_link,94247.89429,0
73,1574069803076297052,125,1574069803075847552,base_link,94245.92896,0
74,1574069803307554651,126,1574069803307373798,base_link,94245.15381,0
75,1574069803544188794,127,1574069803543831060,base_link,94246.44165,0
76,1574069803815132101,128,1574069803814890881,base_link,94244.92188,0
77,1574069804025809487,129,1574069804025379640,base_link,94247.37549,0
78,1574069804274569751,130,1574069804274381992,base_link,94244.06738,0
79,1574069804508829360,131,1574069804508432902,base_link,94246.60645,0
80,1574069804773396330,132,1574069804773222982,base_link,94245.06226,0
81,1574069804992337251,133,1574069804991915455,base_link,94246.03882,0
82,1574069805225613637,134,1574069805225399757,base_link,94244.21387,0
83,1574069805480903335,135,1574069805480466564,base_link,94246.698,0
84,1574069805732894758,136,1574069805732617538,base_link,94246.72241,0
85,1574069805975843386,137,1574069805975432472,base_link,94246.44165,0
86,1574069806185977483,138,1574069806185749069,base_link,94246.63086,0
87,1574069806442697389,139,1574069806442583451,base_link,94246.24634,0
88,1574069806692766756,140,1574069806692540164,base_link,94246.42944,0
89,1574069806931747986,141,1574069806931534920,base_link,94244.97681,0
90,1574069807143279734,142,1574069807142900581,base_link,94240.57007,0
91,1574069807384530410,143,1574069807384312871,base_link,94243.42041,0
92,1574069807655810936,144,1574069807655405841,base_link,94241.69312,0
93,1574069807862236648,145,1574069807862090801,base_link,94243.01147,0
94,1574069808109284980,146,1574069808108816121,base_link,94239.66064,0
95,1574069808342720020,147,1574069808342491367,base_link,94240.6311,0
96,1574069808622372075,148,1574069808622012125,base_link,94237.08496,0
97,1574069808832326672,149,1574069808832127936,base_link,94238.84277,0
98,1574069809068406135,150,1574069809068074181,base_link,94235.5835,0
99,1574069809332178992,151,1574069809331971988,base_link,94237.54272,0
100,1574069809573286051,152,1574069809572837458,base_link,94238.26294,0
101,1574069809789104224,153,1574069809788857310,base_link,94237.01172,0
102,1574069810021813594,154,1574069810021574635,base_link,94238.64136,0
103,1574069810266831379,155,1574069810266429827,base_link,94236.16943,0
104,1574069810513673203,156,1574069810513498172,base_link,94238.92212,0
105,1574069810743465988,157,1574069810743161146,base_link,94237.51221,0
106,1574069810986060484,158,1574069810985892429,base_link,94234.51538,0
107,1574069811222807723,159,1574069811222524515,base_link,94233.80127,0
108,1574069811476575108,160,1574069811476436471,base_link,94235.32104,0
109,1574069811749119212,161,1574069811748793098,base_link,94236.62109,0
110,1574069811946048893,162,1574069811945852839,base_link,94235.0769,0
111,1574069812186292295,163,1574069812185841109,base_link,94231.65283,0
112,1574069812441974472,164,1574069812441751201,base_link,94235.03418,0
113,1574069812667857946,165,1574069812667387925,base_link,94233.18481,0
114,1574069812925256406,166,1574069812925060201,base_link,94232.85522,0
115,1574069813155861216,167,1574069813155441764,base_link,94228.80859,0
116,1574069813391546194,168,1574069813391340876,base_link,94231.75049,0
117,1574069813630069484,169,1574069813629889419,base_link,94229.60205,0
118,1574069813876564902,170,1574069813876154740,base_link,94230.81665,0
119,1574069814105868621,171,1574069814105565249,base_link,94230.35889,0
120,1574069814357187923,172,1574069814356800072,base_link,94228.02124,0
121,1574069814593175361,173,1574069814592971674,base_link,94228.01514,0
122,1574069814827922548,174,1574069814827517548,base_link,94230.47485,0
123,1574069815064758456,175,1574069815064555713,base_link,94227.67944,0
124,1574069815306952125,176,1574069815306648757,base_link,94228.72314,0
125,1574069815546453434,177,1574069815546226433,base_link,94228.44238,0
126,1574069815801748533,178,1574069815801291134,base_link,94225.85449,0
127,1574069816031675828,179,1574069816031492337,base_link,94227.79541,0
128,1574069816267774044,180,1574069816267342438,base_link,94226.40381,0
129,1574069816511404646,181,1574069816511198845,base_link,94227.7771,0
130,1574069816756075584,182,1574069816755715558,base_link,94227.01416,0
131,1574069816988184106,183,1574069816987737572,base_link,94227.19116,0
132,1574069817224452494,184,1574069817224242646,base_link,94225.23193,0
133,1574069817467419663,185,1574069817467004898,base_link,94226.34277,0
134,1574069817716395345,186,1574069817716020975,base_link,94225.8667,0
135,1574069817975460367,187,1574069817975287119,base_link,94228.50342,0
136,1574069818232509019,188,1574069818232063985,base_link,94224.86572,0
137,1574069818430754834,189,1574069818430566474,base_link,94227.47192,0
138,1574069818667488800,190,1574069818667322905,base_link,94227.15454,0
139,1574069818913062743,191,1574069818912737561,base_link,94226.5686,0
140,1574069819171032397,192,1574069819170820594,base_link,94228.50342,0
141,1574069819391872279,193,1574069819391466076,base_link,94224.45068,0
142,1574069819633769023,194,1574069819633534733,base_link,94229.24194,0
143,1574069819888076563,195,1574069819887710971,base_link,94225.73242,0
144,1574069820135878232,196,1574069820135692241,base_link,94225.23193,0
145,1574069820363860229,197,1574069820363489431,base_link,94226.3855,0
146,1574069820612943336,198,1574069820612679391,base_link,94227.55737,0
147,1574069820841350974,199,1574069820840950577,base_link,94229.6936,0
148,1574069821090475938,200,1574069821090254465,base_link,94226.77612,0
149,1574069821316593690,201,1574069821316215888,base_link,94226.68457,0
150,1574069821563067167,202,1574069821562895762,base_link,94228.62549,0
151,1574069821794651069,203,1574069821794292019,base_link,94225.32349,0
152,1574069822049513263,204,1574069822049253462,base_link,94225.67139,0
153,1574069822275212472,205,1574069822274981080,base_link,94228.49121,0
154,1574069822513427671,206,1574069822513129365,base_link,94230.87769,0
155,1574069822745183655,207,1574069822745022068,base_link,94228.44238,0
156,1574069822992898999,208,1574069822992554304,base_link,94227.6001,0
157,1574069823225347257,209,1574069823225151844,base_link,94224.59106,0
158,1574069823466895157,210,1574069823466448469,base_link,94228.38135,0
159,1574069823705609548,211,1574069823705431511,base_link,94226.86768,0
160,1574069823957836874,212,1574069823957418902,base_link,94227.38037,0
161,1574069824191140128,213,1574069824190946118,base_link,94225.07324,0
162,1574069824432597004,214,1574069824432188785,base_link,94227.62451,0
163,1574069824664849340,215,1574069824664680006,base_link,94227.64893,0
164,1574069824905521779,216,1574069824905101069,base_link,94227.06299,0
165,1574069825144500047,217,1574069825144279166,base_link,94228.02124,0
166,1574069825386351846,218,1574069825386101250,base_link,94230.13916,0
167,1574069825625869797,219,1574069825625470120,base_link,94227.68555,0
168,1574069825865363469,220,1574069825865218140,base_link,94227.38647,0
169,1574069826116292488,221,1574069826115898736,base_link,94225.55542,0
170,1574069826345548916,222,1574069826345386901,base_link,94226.64795,0
171,1574069826592821071,223,1574069826592452184,base_link,94228.33252,0
172,1574069826830107092,224,1574069826829924524,base_link,94228.125,0
173,1574069827069267976,225,1574069827068856884,base_link,94227.06299,0
174,1574069827304627459,226,1574069827304392098,base_link,94224.823,0
175,1574069827555445618,227,1574069827555045766,base_link,94228.44849,0
176,1574069827795575102,228,1574069827795384702,base_link,94226.15967,0
177,1574069828031121348,229,1574069828030744412,base_link,94227.10571,0
178,1574069828305703959,230,1574069828305518542,base_link,94223.31543,0
179,1574069828506641923,231,1574069828506232002,base_link,94227.771,0
180,1574069828754395286,232,1574069828754116662,base_link,94228.65601,0
181,1574069828992057266,233,1574069828991580495,base_link,94226.61743,0
182,1574069829227149526,234,1574069829226807310,base_link,94224.58496,0
183,1574069829465126565,235,1574069829464692300,base_link,94228.24097,0
184,1574069829706331306,236,1574069829706085673,base_link,94227.72217,0
185,1574069829945448219,237,1574069829945243184,base_link,94226.48315,0
186,1574069830195714708,238,1574069830195429195,base_link,94224.49951,0
187,1574069830451189926,239,1574069830450973080,base_link,94227.15454,0
188,1574069830700032646,240,1574069830699728019,base_link,94225.53101,0
189,1574069830914851652,241,1574069830914619656,base_link,94225.76294,0
190,1574069831148065000,242,1574069831147723849,base_link,94225.42114,0
191,1574069831386380348,243,1574069831386135853,base_link,94226.62354,0
192,1574069831633838032,244,1574069831633468826,base_link,94227.45361,0
193,1574069831872147986,245,1574069831871918375,base_link,94228.92456,0
194,1574069832118726434,246,1574069832118377143,base_link,94226.15356,0
195,1574069832359721707,247,1574069832359511913,base_link,94226.80054,0
196,1574069832622121405,248,1574069832621731281,base_link,94226.50757,0
197,1574069832879630310,249,1574069832879422383,base_link,94228.55835,0
198,1574069833075666356,250,1574069833075218398,base_link,94225.18311,0
199,1574069833312380048,251,1574069833312197147,base_link,94229.85229,0
200,1574069833547434675,252,1574069833547064575,base_link,94228.44238,0
201,1574069833787162366,253,1574069833787020542,base_link,94229.38843,0
202,1574069834028684321,254,1574069834028352577,base_link,94228.21655,0
203,1574069834276287058,255,1574069834276060025,base_link,94226.96533,0
204,1574069834551317235,256,1574069834550905392,base_link,94229.29688,0
205,1574069834790277858,257,1574069834790123045,base_link,94226.67236,0
206,1574069834991912500,258,1574069834991726953,base_link,94227.63062,0
207,1574069835230679572,259,1574069835230257780,base_link,94225.05493,0
208,1574069835483018962,260,1574069835482823937,base_link,94229.1748,0
209,1574069835709880593,261,1574069835709449885,base_link,94226.77612,0
210,1574069835951632774,262,1574069835951312100,base_link,94225.8667,0
211,1574069836185894474,263,1574069836185450964,base_link,94226.48315,0
212,1574069836427134809,264,1574069836426929710,base_link,94229.1748,0
213,1574069836685177352,265,1574069836684764695,base_link,94228.9978,0
214,1574069836911095975,266,1574069836910896411,base_link,94227.53906,0
215,1574069837152238987,267,1574069837151858149,base_link,94226.3855,0
216,1574069837399578571,268,1574069837399404742,base_link,94227.93579,0
217,1574069837630036889,269,1574069837629555850,base_link,94228.53394,0
218,1574069837865140227,270,1574069837864981836,base_link,94227.09961,0
219,1574069838125466327,271,1574069838125004027,base_link,94227.65503,0
220,1574069838354329569,272,1574069838353815726,base_link,94225.58594,0
221,1574069838623362016,273,1574069838622949008,base_link,94225.92163,0
222,1574069838834137989,274,1574069838833879271,base_link,94229.31519,0
223,1574069839069417386,275,1574069839069229525,base_link,94227.33154,0
224,1574069839306684361,276,1574069839306300258,base_link,94226.20239,0
225,1574069839546424086,277,1574069839546184881,base_link,94228.80859,0
226,1574069839801285219,278,1574069839800854902,base_link,94227.40479,0
227,1574069840058529379,279,1574069840058323034,base_link,94226.83105,0
228,1574069840266357359,280,1574069840265877374,base_link,94225.60425,0
229,1574069840509209370,281,1574069840509070442,base_link,94227.22168,0
230,1574069840780422141,282,1574069840779978335,base_link,94226.96533,0
231,1574069840994715255,283,1574069840994541139,base_link,94227.13623,0
232,1574069841240827258,284,1574069841240371681,base_link,94226.34277,0
233,1574069841462272645,285,1574069841462043221,base_link,94227.86255,0
234,1574069841706318860,286,1574069841705889074,base_link,94228.51563,0
235,1574069841998951086,287,1574069841998714226,base_link,94228.50342,0
236,1574069842215552640,288,1574069842215167713,base_link,94227.06299,0
237,1574069842444453332,289,1574069842444213430,base_link,94226.59912,0
238,1574069842662949925,290,1574069842662577285,base_link,94227.62451,0
239,1574069842906969973,291,1574069842906515849,base_link,94227.50854,0
240,1574069843142904826,292,1574069843142664291,base_link,94228.79639,0
241,1574069843419214301,293,1574069843418821889,base_link,94229.44946,0
242,1574069843632682207,294,1574069843632381049,base_link,94228.86353,0
243,1574069843866632979,295,1574069843866220847,base_link,94233.69141,0
244,1574069844117978097,296,1574069844117745169,base_link,94229.97437,0
245,1574069844353109731,297,1574069844352690317,base_link,94230.50537,0
246,1574069844616129508,298,1574069844615922995,base_link,94231.53687,0
247,1574069844837447086,299,1574069844837080990,base_link,94230.68237,0
248,1574069845069423086,300,1574069845069242432,base_link,94230.10864,0
249,1574069845314327026,301,1574069845313965137,base_link,94229.74243,0
250,1574069845541627001,302,1574069845541433552,base_link,94234.21631,0
251,1574069845792059288,303,1574069845791856616,base_link,94236.13892,0
252,1574069846033161369,304,1574069846032925954,base_link,94235.28442,0
253,1574069846270847245,305,1574069846270585796,base_link,94233.17871,0
254,1574069846538660381,306,1574069846538352337,base_link,94237.22534,0
255,1574069846776746603,307,1574069846776537478,base_link,94236.55396,0
256,1574069847016164839,308,1574069847015775902,base_link,94238.45215,0
257,1574069847255839194,309,1574069847255623966,base_link,94239.2334,0
258,1574069847491423988,310,1574069847491077400,base_link,94241.55884,0
259,1574069847737583341,311,1574069847737421813,base_link,94241.61377,0
260,1574069847970041050,312,1574069847969678325,base_link,94239.67896,0
261,1574069848214098412,313,1574069848213896726,base_link,94244.15283,0
262,1574069848451936219,314,1574069848451529110,base_link,94246.06934,0
263,1574069848689875169,315,1574069848689610248,base_link,94245.79468,0
264,1574069848931439357,316,1574069848930976594,base_link,94244.6228,0
265,1574069849170153522,317,1574069849169951739,base_link,94245.46509,0
266,1574069849416573068,318,1574069849416171314,base_link,94246.85669,0
267,1574069849656956512,319,1574069849656748938,base_link,94245.75806,0
268,1574069849896614807,320,1574069849896182334,base_link,94245.72144,0
269,1574069850130066192,321,1574069850129780124,base_link,94246.33179,0
270,1574069850373030749,322,1574069850372675882,base_link,94244.15283,0
271,1574069850610571762,323,1574069850610328745,base_link,94246.80786,0
272,1574069850852696973,324,1574069850852303735,base_link,94244.6228,0
273,1574069851107188422,325,1574069851106980290,base_link,94245.54443,0
274,1574069851331432126,326,1574069851331055107,base_link,94245.74585,0
275,1574069851575162527,327,1574069851574950685,base_link,94246.09375,0
276,1574069851819061282,328,1574069851818632554,base_link,94246.94214,0
277,1574069852050422977,329,1574069852050221055,base_link,94244.50684,0
278,1574069852293027743,330,1574069852292564250,base_link,94245.75806,0
279,1574069852532199774,331,1574069852531857830,base_link,94247.10693,0
280,1574069852776590404,332,1574069852776241563,base_link,94246.90552,0
281,1574069853022047834,333,1574069853021819182,base_link,94245.98999,0
282,1574069853253735452,334,1574069853253326413,base_link,94245.29419,0
283,1574069853495224503,335,1574069853495009763,base_link,94247.3877,0
284,1574069853735063617,336,1574069853734692680,base_link,94247.46704,0
285,1574069853972999981,337,1574069853972810717,base_link,94245.91064,0
286,1574069854223808072,338,1574069854223662691,base_link,94243.2251,0
287,1574069854456340358,339,1574069854456038771,base_link,94245.62378,0
288,1574069854698519951,340,1574069854698155033,base_link,94244.71436,0
289,1574069854930043138,341,1574069854929820582,base_link,94247.78442,0
290,1574069855170791850,342,1574069855170438101,base_link,94247.11304,0
291,1574069855423543820,343,1574069855423276887,base_link,94245.11719,0
292,1574069855656098857,344,1574069855655694816,base_link,94246.47217,0
293,1574069855890162494,345,1574069855889996506,base_link,94245.87402,0
294,1574069856137979747,346,1574069856137586010,base_link,94245.81299,0
295,1574069856372598872,347,1574069856372461635,base_link,94245.62378,0
296,1574069856614501478,348,1574069856614217843,base_link,94246.59424,0
297,1574069856852681491,349,1574069856852506505,base_link,94246.02051,0
298,1574069857092925098,350,1574069857092523726,base_link,94245.1355,0
299,1574069857328554756,351,1574069857328319452,base_link,94244.37256,0
300,1574069857577190441,352,1574069857576805994,base_link,94247.44263,0
301,1574069857812689630,353,1574069857812456018,base_link,94245.96558,0
302,1574069858053736916,354,1574069858053331448,base_link,94245.45898,0
303,1574069858292909703,355,1574069858292709188,base_link,94243.47534,0
304,1574069858532665339,356,1574069858532280667,base_link,94246.02051,0
305,1574069858784419578,357,1574069858784241356,base_link,94244.46411,0
306,1574069859012984304,358,1574069859012604129,base_link,94248.15674,0
307,1574069859252796786,359,1574069859252505231,base_link,94244.19556,0
308,1574069859490280166,360,1574069859489863985,base_link,94244.76929,0
309,1574069859728395985,361,1574069859727542496,base_link,94247.27173,0
310,1574069859969617971,362,1574069859969141196,base_link,94247.67456,0
311,1574069860217269777,363,1574069860215343755,base_link,94246.88721,0
312,1574069860463846645,364,1574069860463461037,base_link,94245.50781,0
313,1574069860692413462,365,1574069860692157269,base_link,94246.96045,0
314,1574069860929707950,366,1574069860929559084,base_link,94244.6228,0
315,1574069861171935966,367,1574069861171613800,base_link,94244.04297,0
316,1574069861414845532,368,1574069861414629756,base_link,94245.17212,0
317,1574069861651522424,369,1574069861651130653,base_link,94246.76514,0
318,1574069861896983963,370,1574069861896783666,base_link,94244.75708,0
319,1574069862132510393,371,1574069862132115666,base_link,94245.3125,0
320,1574069862375257569,372,1574069862375056750,base_link,94244.2688,0
321,1574069862614646153,373,1574069862614238758,base_link,94246.69189,0
322,1574069862855443386,374,1574069862855181892,base_link,94245.45288,0
323,1574069863103652458,375,1574069863103258780,base_link,94244.56787,0
324,1574069863332295258,376,1574069863332128038,base_link,94244.70825,0
325,1574069863570428542,377,1574069863570255023,base_link,94246.26465,0
326,1574069863821238725,378,1574069863821057426,base_link,94244.56177,0
327,1574069864056698507,379,1574069864056319297,base_link,94246.02661,0
328,1574069864294875487,380,1574069864294701666,base_link,94242.55371,0
329,1574069864532932069,381,1574069864532540405,base_link,94245.70923,0
330,1574069864772723624,382,1574069864772459247,base_link,94245.06836,0
331,1574069865015455963,383,1574069865015019768,base_link,94247.12524,0
0,1574069785591627993,52,1574069785591444635,base_link,94247.49756,0
1,1574069785830212916,53,1574069785830014844,base_link,94245.79468,0
2,1574069786080821980,54,1574069786080554768,base_link,94246.55151,0
3,1574069786320920520,55,1574069786320468094,base_link,94244.7998,0
4,1574069786563242455,56,1574069786563029324,base_link,94245.24536,0
5,1574069786809010385,57,1574069786808544042,base_link,94246.63086,0
6,1574069787033266161,58,1574069787033122224,base_link,94247.82715,0
7,1574069787279780759,59,1574069787279351046,base_link,94245.25757,0
8,1574069787527727910,60,1574069787527432869,base_link,94247.61353,0
9,1574069787760104913,61,1574069787759700375,base_link,94245.6543,0
10,1574069787995212202,62,1574069787994905131,base_link,94246.62476,0
11,1574069788232995716,63,1574069788232541824,base_link,94244.22607,0
12,1574069788481115240,64,1574069788480847331,base_link,94249.37134,0
13,1574069788713990408,65,1574069788713498567,base_link,94248.54736,0
14,1574069788951849933,66,1574069788951609431,base_link,94245.54443,0
15,1574069789196662072,67,1574069789196450882,base_link,94246.83228,0
16,1574069789449073069,68,1574069789448624228,base_link,94247.0459,0
17,1574069789671671049,69,1574069789671429201,base_link,94247.76611,0
18,1574069789911880407,70,1574069789911598121,base_link,94248.06519,0
19,1574069790161142361,71,1574069790160971666,base_link,94245.56885,0
20,1574069790393204940,72,1574069790392794183,base_link,94245.76416,0
21,1574069790651048159,73,1574069790650744752,base_link,94248.35205,0
22,1574069790876568816,74,1574069790876197879,base_link,94247.52808,0
23,1574069791120444398,75,1574069791120219877,base_link,94245.12939,0
24,1574069791357491790,76,1574069791357188270,base_link,94245.70923,0
25,1574069791591649865,77,1574069791591279953,base_link,94246.42944,0
26,1574069791831706260,78,1574069791831316823,base_link,94247.3938,0
27,1574069792074852176,79,1574069792074604083,base_link,94247.80884,0
28,1574069792323360330,80,1574069792322926307,base_link,94243.78052,0
29,1574069792559933604,81,1574069792559727542,base_link,94246.51489,0
30,1574069792805402059,82,1574069792804916963,base_link,94247.33887,0
31,1574069793042039671,83,1574069793041787952,base_link,94245.68481,0
32,1574069793281809076,84,1574069793281397202,base_link,94246.94824,0
33,1574069793512641863,85,1574069793512437076,base_link,94246.3623,0
34,1574069793766875834,86,1574069793766484275,base_link,94246.73462,0
35,1574069793947157404,87,1574069793946983601,base_link,94245.71533,0
36,1574069794183781045,88,1574069794183286546,base_link,94246.06323,0
37,1574069794433400738,89,1574069794433129731,base_link,94248.06519,0
38,1574069794667924032,90,1574069794667669702,base_link,94246.04492,0
39,1574069794905546055,91,1574069794905325353,base_link,94245.36743,0
40,1574069795146907545,92,1574069795146457300,base_link,94244.81812,0
41,1574069795393571794,93,1574069795393422120,base_link,94245.45898,0
42,1574069795656302284,94,1574069795655908420,base_link,94245.94116,0
43,1574069795867874832,95,1574069795867671116,base_link,94246.66748,0
44,1574069796113418152,96,1574069796113003059,base_link,94245.20874,0
45,1574069796365933618,97,1574069796365723433,base_link,94248.19946,0
46,1574069796612775982,98,1574069796612409577,base_link,94248.10791,0
47,1574069796831294700,99,1574069796830920225,base_link,94244.82422,0
48,1574069797071873954,100,1574069797071675100,base_link,94244.07349,0
49,1574069797323337051,101,1574069797323140079,base_link,94245.54443,0
50,1574069797559136992,102,1574069797558728942,base_link,94245.12329,0
51,1574069797786986690,103,1574069797786703409,base_link,94246.58203,0
52,1574069798030587812,104,1574069798030393526,base_link,94245.55054,0
53,1574069798275580639,105,1574069798275177721,base_link,94244.30542,0
54,1574069798504310845,106,1574069798504117156,base_link,94246.21582,0
55,1574069798748579356,107,1574069798748180303,base_link,94245.97168,0
56,1574069798994492808,108,1574069798994243209,base_link,94247.52197,0
57,1574069799252860698,109,1574069799252490692,base_link,94245.08667,0
58,1574069799468127651,110,1574069799467854260,base_link,94244.67773,0
59,1574069799716812456,111,1574069799716427247,base_link,94247.01538,0
60,1574069799945121360,112,1574069799944899030,base_link,94246.58203,0
61,1574069800189490639,113,1574069800189088048,base_link,94246.521,0
62,1574069800452206051,114,1574069800451930642,base_link,94244.7876,0
63,1574069800665645354,115,1574069800665231070,base_link,94246.63696,0
64,1574069800908073338,116,1574069800907941192,base_link,94245.97168,0
65,1574069801154218867,117,1574069801153773215,base_link,94244.01855,0
66,1574069801388379532,118,1574069801388195942,base_link,94248.74878,0
67,1574069801648271842,119,1574069801647870339,base_link,94245.08667,0
68,1574069801869881631,120,1574069801869674904,base_link,94246.16699,0
69,1574069802105689928,121,1574069802105246651,base_link,94246.21582,0
70,1574069802351634002,122,1574069802351392347,base_link,94245.4834,0
71,1574069802635616434,123,1574069802635211358,base_link,94243.78662,0
72,1574069802833413997,124,1574069802833225225,base_link,94247.89429,0
73,1574069803076297052,125,1574069803075847552,base_link,94245.92896,0
74,1574069803307554651,126,1574069803307373798,base_link,94245.15381,0
75,1574069803544188794,127,1574069803543831060,base_link,94246.44165,0
76,1574069803815132101,128,1574069803814890881,base_link,94244.92188,0
77,1574069804025809487,129,1574069804025379640,base_link,94247.37549,0
78,1574069804274569751,130,1574069804274381992,base_link,94244.06738,0
79,1574069804508829360,131,1574069804508432902,base_link,94246.60645,0
80,1574069804773396330,132,1574069804773222982,base_link,94245.06226,0
81,1574069804992337251,133,1574069804991915455,base_link,94246.03882,0
82,1574069805225613637,134,1574069805225399757,base_link,94244.21387,0
83,1574069805480903335,135,1574069805480466564,base_link,94246.698,0
84,1574069805732894758,136,1574069805732617538,base_link,94246.72241,0
85,1574069805975843386,137,1574069805975432472,base_link,94246.44165,0
86,1574069806185977483,138,1574069806185749069,base_link,94246.63086,0
87,1574069806442697389,139,1574069806442583451,base_link,94246.24634,0
88,1574069806692766756,140,1574069806692540164,base_link,94246.42944,0
89,1574069806931747986,141,1574069806931534920,base_link,94244.97681,0
90,1574069807143279734,142,1574069807142900581,base_link,94240.57007,0
91,1574069807384530410,143,1574069807384312871,base_link,94243.42041,0
92,1574069807655810936,144,1574069807655405841,base_link,94241.69312,0
93,1574069807862236648,145,1574069807862090801,base_link,94243.01147,0
94,1574069808109284980,146,1574069808108816121,base_link,94239.66064,0
95,1574069808342720020,147,1574069808342491367,base_link,94240.6311,0
96,1574069808622372075,148,1574069808622012125,base_link,94237.08496,0
97,1574069808832326672,149,1574069808832127936,base_link,94238.84277,0
98,1574069809068406135,150,1574069809068074181,base_link,94235.5835,0
99,1574069809332178992,151,1574069809331971988,base_link,94237.54272,0
100,1574069809573286051,152,1574069809572837458,base_link,94238.26294,0
101,1574069809789104224,153,1574069809788857310,base_link,94237.01172,0
102,1574069810021813594,154,1574069810021574635,base_link,94238.64136,0
103,1574069810266831379,155,1574069810266429827,base_link,94236.16943,0
