,%time,seq,stamp,frame_id,temperature,variance
52,1574069798030579580,104,1574069798030393526,base_link,42.95,0
53,1574069798275561106,105,1574069798275177721,base_link,42.95,0
54,1574069798504278090,106,1574069798504117156,base_link,42.96,0
55,1574069798748557965,107,1574069798748180303,base_link,42.95,0
56,1574069798994492804,108,1574069798994243209,base_link,42.95,0
57,1574069799252867733,109,1574069799252490692,base_link,42.96,0
58,1574069799468059683,110,1574069799467854260,base_link,42.95,0
59,1574069799716840746,111,1574069799716427247,base_link,42.95,0
60,1574069799945108919,112,1574069799944899030,base_link,42.96,0
61,1574069800189481166,113,1574069800189088048,base_link,42.96,0
62,1574069800452214592,114,1574069800451930642,base_link,42.96,0
63,1574069800665651093,115,1574069800665231070,base_link,42.95,0
64,1574069800908057597,116,1574069800907941192,base_link,42.95,0
65,1574069801154186491,117,1574069801153773215,base_link,42.96,0
66,1574069801388396739,118,1574069801388195942,base_link,42.96,0
67,1574069801648256869,119,1574069801647870339,base_link,42.96,0
68,1574069801869858240,120,1574069801869674904,base_link,42.96,0
69,1574069802105645291,121,1574069802105246651,base_link,42.96,0
70,1574069802351557054,122,1574069802351392347,base_link,42.95,0
71,1574069802635599021,123,1574069802635211358,base_link,42.96,0
72,1574069802833414852,124,1574069802833225225,base_link,42.96,0
73,1574069803076252391,125,1574069803075847552,base_link,42.96,0
74,1574069803307549494,126,1574069803307373798,base_link,42.96,0
75,1574069803544171279,127,1574069803543831060,base_link,42.96,0
76,1574069803815098920,128,1574069803814890881,base_link,42.95,0
77,1574069804025783222,129,1574069804025379640,base_link,42.96,0
78,1574069804274552613,130,1574069804274381992,base_link,42.96,0
79,1574069804508783137,131,1574069804508432902,base_link,42.96,0
80,1574069804773378467,132,1574069804773222982,base_link,42.96,0
81,1574069804992321692,133,1574069804991915455,base_link,42.96,0
82,1574069805225577139,134,1574069805225399757,base_link,42.95,0
83,1574069805480818418,135,1574069805480466564,base_link,42.96,0
84,1574069805732855480,136,1574069805732617538,base_link,42.96,0
85,1574069805975811220,137,1574069805975432472,base_link,42.96,0
86,1574069806185977027,138,1574069806185749069,base_link,42.96,0
87,1574069806442692403,139,1574069806442583451,base_link,42.95,0
88,1574069806692757204,140,1574069806692540164,base_link,42.95,0
89,1574069806931710327,141,1574069806931534920,base_link,42.96,0
90,1574069807143262310,142,1574069807142900581,base_link,42.95,0
91,1574069807384504675,143,1574069807384312871,base_link,42.96,0
92,1574069807655805965,144,1574069807655405841,base_link,42.95,0
93,1574069807862233891,145,1574069807862090801,base_link,42.95,0
94,1574069808109221512,146,1574069808108816121,base_link,42.95,0
95,1574069808342715457,147,1574069808342491367,base_link,42.95,0
96,1574069808622375708,148,1574069808622012125,base_link,42.95,0
97,1574069808832311854,149,1574069808832127936,base_link,42.95,0
98,1574069809068384503,150,1574069809068074181,base_link,42.95,0
99,1574069809332174379,151,1574069809331971988,base_link,42.95,0
100,1574069809573259148,152,1574069809572837458,base_link,42.95,0
101,1574069809789093027,153,1574069809788857310,base_link,42.95,0
102,1574069810021803070,154,1574069810021574635,base_link,42.95,0
103,1574069810266789166,155,1574069810266429827,base_link,42.95,0
104,1574069810513650931,156,1574069810513498172,base_link,42.95,0
105,1574069810743439307,157,1574069810743161146,base_link,42.95,0
106,1574069810986058638,158,1574069810985892429,base_link,42.95,0
107,1574069811222794556,159,1574069811222524515,base_link,42.95,0
108,1574069811476565259,160,1574069811476436471,base_link,42.95,0
109,1574069811749130597,161,1574069811748793098,base_link,42.95,0
110,1574069811946039803,162,1574069811945852839,base_link,42.95,0
111,1574069812186288947,163,1574069812185841109,base_link,42.95,0
112,1574069812441967092,164,1574069812441751201,base_link,42.95,0
113,1574069812667807611,165,1574069812667387925,base_link,42.94,0
114,1574069812925250425,166,1574069812925060201,base_link,42.95,0
115,1574069813155859940,167,1574069813155441764,base_link,42.95,0
116,1574069813391527656,168,1574069813391340876,base_link,42.95,0
117,1574069813630060241,169,1574069813629889419,base_link,42.95,0
118,1574069813876522822,170,1574069813876154740,base_link,42.95,0
119,1574069814105814633,171,1574069814105565249,base_link,42.95,0
120,1574069814357156929,172,1574069814356800072,base_link,42.95,0
121,1574069814593179085,173,1574069814592971674,base_link,42.94,0
122,1574069814827903761,174,1574069814827517548,base_link,42.95,0
123,1574069815064737465,175,1574069815064555713,base_link,42.95,0
124,1574069815306909853,176,1574069815306648757,base_link,42.95,0
125,1574069815546417166,177,1574069815546226433,base_link,42.95,0
126,1574069815801711257,178,1574069815801291134,base_link,42.94,0
127,1574069816031670785,179,1574069816031492337,base_link,42.95,0
128,1574069816267750292,180,1574069816267342438,base_link,42.95,0
129,1574069816511364273,181,1574069816511198845,base_link,42.94,0
130,1574069816756057348,182,1574069816755715558,base_link,42.94,0
131,1574069816988189743,183,1574069816987737572,base_link,42.95,0
132,1574069817224454443,184,1574069817224242646,base_link,42.95,0
133,1574069817467389340,185,1574069817467004898,base_link,42.95,0
134,1574069817716333744,186,1574069817716020975,base_link,42.95,0
135,1574069817975454308,187,1574069817975287119,base_link,42.95,0
136,1574069818232511185,188,1574069818232063985,base_link,42.95,0
137,1574069818430749185,189,1574069818430566474,base_link,42.95,0
138,1574069818667481155,190,1574069818667322905,base_link,42.95,0
139,1574069818913069504,191,1574069818912737561,base_link,42.95,0
140,1574069819171024465,192,1574069819170820594,base_link,42.95,0
141,1574069819391855771,193,1574069819391466076,base_link,42.95,0
142,1574069819633769844,194,1574069819633534733,base_link,42.95,0
143,1574069819888028119,195,1574069819887710971,base_link,42.95,0
144,1574069820135852001,196,1574069820135692241,base_link,42.95,0
145,1574069820363840765,197,1574069820363489431,base_link,42.95,0
146,1574069820612913253,198,1574069820612679391,base_link,42.95,0
147,1574069820841339363,199,1574069820840950577,base_link,42.95,0
148,1574069821090475825,200,1574069821090254465,base_link,42.95,0
149,1574069821316583627,201,1574069821316215888,base_link,42.95,0
150,1574069821563054810,202,1574069821562895762,base_link,42.95,0
151,1574069821794653080,203,1574069821794292019,base_link,42.95,0
152,1574069822049498385,204,1574069822049253462,base_link,42.95,0
153,1574069822275206753,205,1574069822274981080,base_link,42.95,0
154,1574069822513394264,206,1574069822513129365,base_link,42.95,0
155,1574069822745149307,207,1574069822745022068,base_link,42.95,0
156,1574069822992887180,208,1574069822992554304,base_link,42.95,0
157,1574069823225372380,209,1574069823225151844,base_link,42.94,0
158,1574069823466880746,210,1574069823466448469,base_link,42.94,0
159,1574069823705613751,211,1574069823705431511,base_link,42.94,0
160,1574069823957789785,212,1574069823957418902,base_link,42.95,0
161,1574069824191140122,213,1574069824190946118,base_link,42.94,0
162,1574069824432526793,214,1574069824432188785,base_link,42.94,0
163,1574069824664844098,215,1574069824664680006,base_link,42.94,0
164,1574069824905476665,216,1574069824905101069,base_link,42.95,0
165,1574069825144511021,217,1574069825144279166,base_link,42.95,0
166,1574069825386323525,218,1574069825386101250,base_link,42.94,0
167,1574069825625855863,219,1574069825625470120,base_link,42.94,0
168,1574069825865358269,220,1574069825865218140,base_link,42.94,0
169,1574069826116253421,221,1574069826115898736,base_link,42.94,0
170,1574069826345553711,222,1574069826345386901,base_link,42.94,0
171,1574069826592804042,223,1574069826592452184,base_link,42.94,0
172,1574069826830100433,224,1574069826829924524,base_link,42.95,0
173,1574069827069218966,225,1574069827068856884,base_link,42.95,0
174,1574069827304619386,226,1574069827304392098,base_link,42.94,0
175,1574069827555447736,227,1574069827555045766,base_link,42.94,0
176,1574069827795548847,228,1574069827795384702,base_link,42.95,0
177,1574069828031103078,229,1574069828030744412,base_link,42.94,0
178,1574069828305671058,230,1574069828305518542,base_link,42.94,0
179,1574069828506628951,231,1574069828506232002,base_link,42.95,0
180,1574069828754395283,232,1574069828754116662,base_link,42.95,0
181,1574069828992035591,233,1574069828991580495,base_link,42.95,0
182,1574069829227121815,234,1574069829226807310,base_link,42.95,0
183,1574069829465101357,235,1574069829464692300,base_link,42.95,0
184,1574069829706320364,236,1574069829706085673,base_link,42.95,0
185,1574069829945436327,237,1574069829945243184,base_link,42.95,0
186,1574069830195714435,238,1574069830195429195,base_link,42.94,0
187,1574069830451176166,239,1574069830450973080,base_link,42.95,0
188,1574069830700027651,240,1574069830699728019,base_link,42.95,0
189,1574069830914849980,241,1574069830914619656,base_link,42.95,0
190,1574069831148052489,242,1574069831147723849,base_link,42.95,0
191,1574069831386370013,243,1574069831386135853,base_link,42.95,0
192,1574069831633828276,244,1574069831633468826,base_link,42.95,0
193,1574069831872119977,245,1574069831871918375,base_link,42.95,0
194,1574069832118714337,246,1574069832118377143,base_link,42.95,0
195,1574069832359716027,247,1574069832359511913,base_link,42.95,0
196,1574069832622070204,248,1574069832621731281,base_link,42.95,0
197,1574069832879603027,249,1574069832879422383,base_link,42.95,0
198,1574069833075627829,250,1574069833075218398,base_link,42.95,0
199,1574069833312344627,251,1574069833312197147,base_link,42.95,0
200,1574069833547417329,252,1574069833547064575,base_link,42.95,0
201,1574069833787158811,253,1574069833787020542,base_link,42.95,0
202,1574069834028680285,254,1574069834028352577,base_link,42.95,0
203,1574069834276260738,255,1574069834276060025,base_link,42.95,0
204,1574069834551297777,256,1574069834550905392,base_link,42.95,0
205,1574069834790272038,257,1574069834790123045,base_link,42.95,0
206,1574069834991914901,258,1574069834991726953,base_link,42.95,0
207,1574069835230658704,259,1574069835230257780,base_link,42.95,0
208,1574069835482992518,260,1574069835482823937,base_link,42.95,0
209,1574069835709863142,261,1574069835709449885,base_link,42.95,0
210,1574069835951628796,262,1574069835951312100,base_link,42.94,0
211,1574069836185843319,263,1574069836185450964,base_link,42.95,0
212,1574069836427129598,264,1574069836426929710,base_link,42.95,0
213,1574069836685177195,265,1574069836684764695,base_link,42.95,0
214,1574069836911075841,266,1574069836910896411,base_link,42.95,0
215,1574069837152239972,267,1574069837151858149,base_link,42.95,0
216,1574069837399578579,268,1574069837399404742,base_link,42.95,0
217,1574069837629985783,269,1574069837629555850,base_link,42.95,0
218,1574069837865132131,270,1574069837864981836,base_link,42.95,0
219,1574069838125457615,271,1574069838125004027,base_link,42.95,0
220,1574069838354111415,272,1574069838353815726,base_link,42.94,0
221,1574069838623341049,273,1574069838622949008,base_link,42.95,0
222,1574069838834130225,274,1574069838833879271,base_link,42.95,0
223,1574069839069414603,275,1574069839069229525,base_link,42.95,0
224,1574069839306641236,276,1574069839306300258,base_link,42.95,0
225,1574069839546393947,277,1574069839546184881,base_link,42.95,0
226,1574069839801280520,278,1574069839800854902,base_link,42.94,0
227,1574069840058529376,279,1574069840058323034,base_link,42.94,0
228,1574069840266354479,280,1574069840265877374,base_link,42.95,0
229,1574069840509206198,281,1574069840509070442,base_link,42.95,0
230,1574069840780338038,282,1574069840779978335,base_link,42.95,0
231,1574069840994715544,283,1574069840994541139,base_link,42.94,0
232,1574069841240821638,284,1574069841240371681,base_link,42.95,0
233,1574069841462247677,285,1574069841462043221,base_link,42.95,0
234,1574069841706274787,286,1574069841705889074,base_link,42.95,0
235,1574069841998941550,287,1574069841998714226,base_link,42.95,0
236,1574069842215554227,288,1574069842215167713,base_link,42.95,0
237,1574069842444448139,289,1574069842444213430,base_link,42.94,0
238,1574069842662937007,290,1574069842662577285,base_link,42.94,0
239,1574069842906938774,291,1574069842906515849,base_link,42.95,0
240,1574069843142908451,292,1574069843142664291,base_link,42.95,0
241,1574069843419214393,293,1574069843418821889,base_link,42.94,0
242,1574069843632683853,294,1574069843632381049,base_link,42.94,0
243,1574069843866610819,295,1574069843866220847,base_link,42.95,0
244,1574069844117947102,296,1574069844117745169,base_link,42.94,0
245,1574069844353106862,297,1574069844352690317,base_link,42.94,0
246,1574069844616104009,298,1574069844615922995,base_link,42.95,0
247,1574069844837423997,299,1574069844837080990,base_link,42.94,0
248,1574069845069415596,300,1574069845069242432,base_link,42.95,0
249,1574069845314297306,301,1574069845313965137,base_link,42.94,0
250,1574069845541624630,302,1574069845541433552,base_link,42.95,0
251,1574069845792053182,303,1574069845791856616,base_link,42.95,0
252,1574069846033164546,304,1574069846032925954,base_link,42.94,0
253,1574069846270841952,305,1574069846270585796,base_link,42.95,0
254,1574069846538630184,306,1574069846538352337,base_link,42.95,0
255,1574069846776743647,307,1574069846776537478,base_link,42.95,0
256,1574069847016128332,308,1574069847015775902,base_link,42.95,0
257,1574069847255837941,309,1574069847255623966,base_link,42.95,0
258,1574069847491410213,310,1574069847491077400,base_link,42.95,0
259,1574069847737587687,311,1574069847737421813,base_link,42.95,0
260,1574069847970014498,312,1574069847969678325,base_link,42.95,0
261,1574069848214073439,313,1574069848213896726,base_link,42.95,0
262,1574069848451916228,314,1574069848451529110,base_link,42.95,0
263,1574069848689847596,315,1574069848689610248,base_link,42.95,0
264,1574069848931409627,316,1574069848930976594,base_link,42.94,0
265,1574069849170120108,317,1574069849169951739,base_link,42.95,0
266,1574069849416539513,318,1574069849416171314,base_link,42.95,0
267,1574069849656928771,319,1574069849656748938,base_link,42.95,0
268,1574069849896587135,320,1574069849896182334,base_link,42.95,0
269,1574069850130017437,321,1574069850129780124,base_link,42.95,0
270,1574069850372999466,322,1574069850372675882,base_link,42.95,0
271,1574069850610560363,323,1574069850610328745,base_link,42.94,0
272,1574069850852674427,324,1574069850852303735,base_link,42.94,0
273,1574069851107185659,325,1574069851106980290,base_link,42.94,0
274,1574069851331389841,326,1574069851331055107,base_link,42.94,0
275,1574069851575157273,327,1574069851574950685,base_link,42.95,0
276,1574069851819061800,328,1574069851818632554,base_link,42.95,0
277,1574069852050396546,329,1574069852050221055,base_link,42.94,0
278,1574069852292989923,330,1574069852292564250,base_link,42.95,0
279,1574069852532112651,331,1574069852531857830,base_link,42.95,0
280,1574069852776576218,332,1574069852776241563,base_link,42.94,0
281,1574069853022039118,333,1574069853021819182,base_link,42.94,0
282,1574069853253715961,334,1574069853253326413,base_link,42.94,0
283,1574069853495194339,335,1574069853495009763,base_link,42.94,0
284,1574069853735042248,336,1574069853734692680,base_link,42.94,0
285,1574069853972994615,337,1574069853972810717,base_link,42.94,0
286,1574069854223807046,338,1574069854223662691,base_link,42.94,0
287,1574069854456284924,339,1574069854456038771,base_link,42.94,0
288,1574069854698509331,340,1574069854698155033,base_link,42.94,0
289,1574069854929993006,341,1574069854929820582,base_link,42.94,0
290,1574069855170776155,342,1574069855170438101,base_link,42.95,0
291,1574069855423512596,343,1574069855423276887,base_link,42.94,0
292,1574069855656076206,344,1574069855655694816,base_link,42.94,0
293,1574069855890137428,345,1574069855889996506,base_link,42.94,0
294,1574069856137872045,346,1574069856137586010,base_link,42.94,0
295,1574069856372588956,347,1574069856372461635,base_link,42.94,0
296,1574069856614490208,348,1574069856614217843,base_link,42.94,0
297,1574069856852674628,349,1574069856852506505,base_link,42.94,0
298,1574069857092873876,350,1574069857092523726,base_link,42.94,0
299,1574069857328547951,351,1574069857328319452,base_link,42.94,0
300,1574069857577175035,352,1574069857576805994,base_link,42.94,0
301,1574069857812684975,353,1574069857812456018,base_link,42.94,0
302,1574069858053717408,354,1574069858053331448,base_link,42.94,0
303,1574069858292896777,355,1574069858292709188,base_link,42.94,0
304,1574069858532624548,356,1574069858532280667,base_link,42.94,0
305,1574069858784393874,357,1574069858784241356,base_link,42.94,0
306,1574069859012978081,358,1574069859012604129,base_link,42.94,0
307,1574069859252796782,359,1574069859252505231,base_link,42.94,0
308,1574069859490253210,360,1574069859489863985,base_link,42.94,0
309,1574069859728403242,361,1574069859727542496,base_link,42.94,0
310,1574069859969596427,362,1574069859969141196,base_link,42.94,0
311,1574069860217246557,363,1574069860215343755,base_link,42.94,0
312,1574069860463834965,364,1574069860463461037,base_link,42.94,0
313,1574069860692402084,365,1574069860692157269,base_link,42.94,0
314,1574069860929654360,366,1574069860929559084,base_link,42.94,0
315,1574069861171932598,367,1574069861171613800,base_link,42.94,0
316,1574069861414827682,368,1574069861414629756,base_link,42.94,0
317,1574069861651482146,369,1574069861651130653,base_link,42.95,0
318,1574069861896949063,370,1574069861896783666,base_link,42.94,0
319,1574069862132517892,371,1574069862132115666,base_link,42.95,0
320,1574069862375243440,372,1574069862375056750,base_link,42.94,0
321,1574069862614616532,373,1574069862614238758,base_link,42.95,0
322,1574069862855370211,374,1574069862855181892,base_link,42.94,0
323,1574069863103655521,375,1574069863103258780,base_link,42.94,0
324,1574069863332296532,376,1574069863332128038,base_link,42.94,0
325,1574069863570433888,377,1574069863570255023,base_link,42.94,0
326,1574069863821229783,378,1574069863821057426,base_link,42.94,0
327,1574069864056681893,379,1574069864056319297,base_link,42.94,0
328,1574069864294868944,380,1574069864294701666,base_link,42.94,0
329,1574069864532922190,381,1574069864532540405,base_link,42.94,0
330,1574069864772705829,382,1574069864772459247,base_link,42.94,0
331,1574069865015455746,383,1574069865015019768,base_link,42.94,0
0,1574069785591555921,52,1574069785591444635,base_link,42.96,0
1,1574069785830208645,53,1574069785830014844,base_link,42.96,0
2,1574069786080800557,54,1574069786080554768,base_link,42.96,0
3,1574069786320920528,55,1574069786320468094,base_link,42.96,0
4,1574069786563232151,56,1574069786563029324,base_link,42.96,0
5,1574069786808963459,57,1574069786808544042,base_link,42.96,0
6,1574069787033228229,58,1574069787033122224,base_link,42.96,0
7,1574069787279795817,59,1574069787279351046,base_link,42.96,0
8,1574069787527689995,60,1574069787527432869,base_link,42.96,0
9,1574069787760072125,61,1574069787759700375,base_link,42.96,0
10,1574069787995186429,62,1574069787994905131,base_link,42.96,0
11,1574069788232987338,63,1574069788232541824,base_link,42.96,0
12,1574069788481061985,64,1574069788480847331,base_link,42.96,0
13,1574069788713895887,65,1574069788713498567,base_link,42.96,0
14,1574069788951788376,66,1574069788951609431,base_link,42.96,0
15,1574069789196645928,67,1574069789196450882,base_link,42.96,0
16,1574069789449073373,68,1574069789448624228,base_link,42.96,0
17,1574069789671657352,69,1574069789671429201,base_link,42.96,0
18,1574069789911850219,70,1574069789911598121,base_link,42.96,0
19,1574069790161134813,71,1574069790160971666,base_link,42.96,0
20,1574069790393183007,72,1574069790392794183,base_link,42.95,0
21,1574069790651022115,73,1574069790650744752,base_link,42.96,0
22,1574069790876556184,74,1574069790876197879,base_link,42.95,0
23,1574069791120409166,75,1574069791120219877,base_link,42.96,0
24,1574069791357471139,76,1574069791357188270,base_link,42.96,0
25,1574069791591569795,77,1574069791591279953,base_link,42.95,0
26,1574069791831674076,78,1574069791831316823,base_link,42.96,0
27,1574069792074827559,79,1574069792074604083,base_link,42.96,0
28,1574069792323329723,80,1574069792322926307,base_link,42.95,0
29,1574069792559936633,81,1574069792559727542,base_link,42.96,0
30,1574069792805385293,82,1574069792804916963,base_link,42.95,0
31,1574069793041984368,83,1574069793041787952,base_link,42.96,0
32,1574069793281793722,84,1574069793281397202,base_link,42.95,0
33,1574069793512647499,85,1574069793512437076,base_link,42.95,0
34,1574069793766856234,86,1574069793766484275,base_link,42.95,0
35,1574069793947146304,87,1574069793946983601,base_link,42.95,0
36,1574069794183768605,88,1574069794183286546,base_link,42.95,0
37,1574069794433390985,89,1574069794433129731,base_link,42.95,0
38,1574069794667914701,90,1574069794667669702,base_link,42.95,0
39,1574069794905519980,91,1574069794905325353,base_link,42.95,0
40,1574069795146895826,92,1574069795146457300,base_link,42.95,0
41,1574069795393558963,93,1574069795393422120,base_link,42.95,0
42,1574069795656266834,94,1574069795655908420,base_link,42.95,0
43,1574069795867876161,95,1574069795867671116,base_link,42.95,0
44,1574069796113353327,96,1574069796113003059,base_link,42.95,0
45,1574069796365957191,97,1574069796365723433,base_link,42.96,0
46,1574069796612780621,98,1574069796612409577,base_link,42.96,0
47,1574069796831287532,99,1574069796830920225,base_link,42.95,0
48,1574069797071868502,100,1574069797071675100,base_link,42.95,0
49,1574069797323323811,101,1574069797323140079,base_link,42.96,0
50,1574069797559096680,102,1574069797558728942,base_link,42.95,0
51,1574069797787004442,103,1574069797786703409,base_link,42.96,0
52,1574069798030579580,104,1574069798030393526,base_link,42.95,0
53,1574069798275561106,105,1574069798275177721,base_link,42.95,0
54,1574069798504278090,106,1574069798504117156,base_link,42.96,0
55,1574069798748557965,107,1574069798748180303,base_link,42.95,0
56,1574069798994492804,108,1574069798994243209,base_link,42.95,0
57,1574069799252867733,109,1574069799252490692,base_link,42.96,0
58,1574069799468059683,110,1574069799467854260,base_link,42.95,0
59,1574069799716840746,111,1574069799716427247,base_link,42.95,0
60,1574069799945108919,112,1574069799944899030,base_link,42.96,0
61,1574069800189481166,113,1574069800189088048,base_link,42.96,0
62,1574069800452214592,114,1574069800451930642,base_link,42.96,0
63,1574069800665651093,115,1574069800665231070,base_link,42.95,0
64,1574069800908057597,116,1574069800907941192,base_link,42.95,0
65,1574069801154186491,117,1574069801153773215,base_link,42.96,0
66,1574069801388396739,118,1574069801388195942,base_link,42.96,0
67,1574069801648256869,119,1574069801647870339,base_link,42.96,0
68,1574069801869858240,120,1574069801869674904,base_link,42.96,0
69,1574069802105645291,121,1574069802105246651,base_link,42.96,0
70,1574069802351557054,122,1574069802351392347,base_link,42.95,0
71,1574069802635599021,123,1574069802635211358,base_link,42.96,0
72,1574069802833414852,124,1574069802833225225,base_link,42.96,0
73,1574069803076252391,125,1574069803075847552,base_link,42.96,0
74,1574069803307549494,126,1574069803307373798,base_link,42.96,0
75,1574069803544171279,127,1574069803543831060,base_link,42.96,0
76,1574069803815098920,128,1574069803814890881,base_link,42.95,0
77,1574069804025783222,129,1574069804025379640,base_link,42.96,0
78,1574069804274552613,130,1574069804274381992,base_link,42.96,0
79,1574069804508783137,131,1574069804508432902,base_link,42.96,0
80,1574069804773378467,132,1574069804773222982,base_link,42.96,0
81,1574069804992321692,133,1574069804991915455,base_link,42.96,0
82,1574069805225577139,134,1574069805225399757,base_link,42.95,0
83,1574069805480818418,135,1574069805480466564,base_link,42.96,0
84,1574069805732855480,136,1574069805732617538,base_link,42.96,0
85,1574069805975811220,137,1574069805975432472,base_link,42.96,0
86,1574069806185977027,138,1574069806185749069,base_link,42.96,0
87,1574069806442692403,139,1574069806442583451,base_link,42.95,0
88,1574069806692757204,140,1574069806692540164,base_link,42.95,0
89,1574069806931710327,141,1574069806931534920,base_link,42.96,0
90,1574069807143262310,142,1574069807142900581,base_link,42.95,0
91,1574069807384504675,143,1574069807384312871,base_link,42.96,0
92,1574069807655805965,144,1574069807655405841,base_link,42.95,0
93,1574069807862233891,145,1574069807862090801,base_link,42.95,0
94,1574069808109221512,146,1574069808108816121,base_link,42.95,0
95,1574069808342715457,147,1574069808342491367,base_link,42.95,0
96,1574069808622375708,148,1574069808622012125,base_link,42.95,0
97,1574069808832311854,149,1574069808832127936,base_link,42.95,0
98,1574069809068384503,150,1574069809068074181,base_link,42.95,0
99,1574069809332174379,151,1574069809331971988,base_link,42.95,0
100,1574069809573259148,152,1574069809572837458,base_link,42.95,0
101,1574069809789093027,153,1574069809788857310,base_link,42.95,0
102,1574069810021803070,154,1574069810021574635,base_link,42.95,0
103,1574069810266789166,155,1574069810266429827,base_link,42.95,0
104,1574069810513650931,156,1574069810513498172,base_link,42.95,0
105,1574069810743439307,157,1574069810743161146,base_link,42.95,0
106,1574069810986058638,158,1574069810985892429,base_link,42.95,0
107,1574069811222794556,159,1574069811222524515,base_link,42.95,0
108,1574069811476565259,160,1574069811476436471,base_link,42.95,0
109,1574069811749130597,161,1574069811748793098,base_link,42.95,0
110,1574069811946039803,162,1574069811945852839,base_link,42.95,0
111,1574069812186288947,163,1574069812185841109,base_link,42.95,0
112,1574069812441967092,164,1574069812441751201,base_link,42.95,0
113,1574069812667807611,165,1574069812667387925,base_link,42.94,0
114,1574069812925250425,166,1574069812925060201,base_link,42.95,0
115,1574069813155859940,167,1574069813155441764,base_link,42.95,0
116,1574069813391527656,168,1574069813391340876,base_link,42.95,0
117,1574069813630060241,169,1574069813629889419,base_link,42.95,0
118,1574069813876522822,170,1574069813876154740,base_link,42.95,0
119,1574069814105814633,171,1574069814105565249,base_link,42.95,0
120,1574069814357156929,172,1574069814356800072,base_link,42.95,0
121,1574069814593179085,173,1574069814592971674,base_link,42.94,0
122,1574069814827903761,174,1574069814827517548,base_link,42.95,0
123,1574069815064737465,175,1574069815064555713,base_link,42.95,0
124,1574069815306909853,176,1574069815306648757,base_link,42.95,0
125,1574069815546417166,177,1574069815546226433,base_link,42.95,0
126,1574069815801711257,178,1574069815801291134,base_link,42.94,0
127,1574069816031670785,179,1574069816031492337,base_link,42.95,0
128,1574069816267750292,180,1574069816267342438,base_link,42.95,0
129,1574069816511364273,181,1574069816511198845,base_link,42.94,0
130,1574069816756057348,182,1574069816755715558,base_link,42.94,0
131,1574069816988189743,183,1574069816987737572,base_link,42.95,0
132,1574069817224454443,184,1574069817224242646,base_link,42.95,0
