,%time,seq,stamp,frame_id,xo,yo,zo,wo,orientation_covariance0,orientation_covariance1,orientation_covariance2,orientation_covariance3,orientation_covariance4,orientation_covariance5,orientation_covariance6,orientation_covariance7,orientation_covariance8,xav,yav,zav,angular_velocity_covariance0,angular_velocity_covariance1,angular_velocity_covariance2,angular_velocity_covariance3,angular_velocity_covariance4,angular_velocity_covariance5,angular_velocity_covariance6,angular_velocity_covariance7,angular_velocity_covariance8,xla,yla,zla,linear_acceleration_covariance0,linear_acceleration_covariance1,linear_acceleration_covariance2,linear_acceleration_covariance3,linear_acceleration_covariance4,linear_acceleration_covariance5,linear_acceleration_covariance6,linear_acceleration_covariance7,linear_acceleration_covariance8
10,1574069787976212546,62,1574069787975992759,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.002,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0980665,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
11,1574069788226416448,63,1574069788226005957,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,2.45E-19,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
12,1574069788470586207,64,1574069788470334043,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
13,1574069788711787228,65,1574069788711352307,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.81645665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
14,1574069788930350863,66,1574069788930133833,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
15,1574069789181753729,67,1574069789181500083,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
16,1574069789414383445,68,1574069789414116212,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.001,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.06864655,9.80665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
17,1574069789655368373,69,1574069789655225299,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,2.45E-19,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
18,1574069789896909175,70,1574069789896563766,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,0.002,-2.45E-19,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.08825985,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
19,1574069790136280204,71,1574069790136056075,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,1.22E-19,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
20,1574069790385475033,72,1574069790385095431,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,0.001,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
21,1574069790614694477,73,1574069790614463070,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.06864655,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
22,1574069790862022739,74,1574069790861781913,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.80665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
23,1574069791105346402,75,1574069791105118414,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
24,1574069791340523932,76,1574069791340102459,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1176798,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
25,1574069791590771170,77,1574069791590498164,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
26,1574069791814965183,78,1574069791814570745,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0980665,9.7674234,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
27,1574069792055844247,79,1574069792055632475,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
28,1574069792311389843,80,1574069792311056739,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.002,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
29,1574069792529481505,81,1574069792529269867,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
30,1574069792786711174,82,1574069792786325525,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
31,1574069793019976171,83,1574069793019714999,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
32,1574069793257937105,84,1574069793257516047,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.001,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
33,1574069793501080628,85,1574069793500870515,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2.45E-19,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
34,1574069793733688032,86,1574069793733288562,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,-0.001,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
35,1574069793932635935,87,1574069793932437391,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
36,1574069794181409237,88,1574069794180945600,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2.45E-19,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1176798,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
37,1574069794415287688,89,1574069794414983062,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
38,1574069794655032583,90,1574069794654796671,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3.67E-19,0.003,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
39,1574069794891614498,91,1574069794891304096,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.001,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.81645665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
40,1574069795136020364,92,1574069795135608178,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2.45E-19,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0980665,9.7674234,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
41,1574069795374236839,93,1574069795373837842,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
42,1574069795646566987,94,1574069795646162323,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
43,1574069795847510529,95,1574069795847295210,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.003,-0.003,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.14709975,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
44,1574069796086946117,96,1574069796086710710,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.002,0.004,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.08825985,0.0392266,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
45,1574069796356848032,97,1574069796356640993,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,-0.001,1.22E-19,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
46,1574069796585853838,98,1574069796585384193,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.14709975,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
47,1574069796813461661,99,1574069796813256148,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.75761675,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
48,1574069797048315469,100,1574069797048066493,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.002,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
49,1574069797321868679,101,1574069797321586094,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.002,2.45E-19,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.14709975,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
50,1574069797532373477,102,1574069797532209285,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.002,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.04903325,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
51,1574069797770420120,103,1574069797770000514,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.0980665,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
52,1574069798009734378,104,1574069798009514161,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
53,1574069798263649399,105,1574069798263293152,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1176798,0.0784532,9.81645665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
54,1574069798495201211,106,1574069798495029361,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,-0.001,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.08825985,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
55,1574069798730928439,107,1574069798730540735,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.001,0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.08825985,0.0784532,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
56,1574069798970547384,108,1574069798970356689,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.001,-0.001,1.22E-19,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.12748645,0.06864655,9.7674234,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
57,1574069799235079080,109,1574069799234695418,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.06864655,9.80665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
58,1574069799454478824,110,1574069799454300062,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.22E-19,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.08825985,0.06864655,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
59,1574069799700320063,111,1574069799699944510,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.003,0.008,0.009,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0784532,0.10787315,9.8262633,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
60,1574069799933071450,112,1574069799932891157,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1.35E-18,-0.011,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0392266,0.0588399,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
61,1574069800175743707,113,1574069800175323740,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.001,0.038,-0.015,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.2157463,0.1765197,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
62,1574069800450808585,114,1574069800450556332,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.014,-0.014,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.16671305,0.0784532,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
63,1574069800648118456,115,1574069800647659779,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.003,0.017,0.016,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,-0.0392266,9.7478101,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
64,1574069800889572128,116,1574069800889302688,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.038,0.01,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0392266,9.79684335,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
65,1574069801130338309,117,1574069801129884049,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.017,-0.007,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.1176798,0.06864655,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
66,1574069801381389959,118,1574069801381108498,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.011,0.031,-0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.06864655,0.08825985,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
67,1574069801631435400,119,1574069801631064837,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.003,-0.022,-0.005,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.08825985,0.08825985,9.7674234,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
68,1574069801854372861,120,1574069801854173633,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,0.012,0.021,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.14709975,0.0392266,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
69,1574069802100436138,121,1574069802100036398,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.011,-0.037,-0.01,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1569064,0.02941995,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
70,1574069802337382721,122,1574069802337190913,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.006,-0.009,-0.004,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1176798,0.0980665,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
71,1574069802620859848,123,1574069802620353261,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.003,-0.011,-0.006,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.3138128,0.08825985,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
72,1574069802815418378,124,1574069802815216298,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.008,0.012,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.10787315,0.0588399,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
73,1574069803055342128,125,1574069803054927691,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,-0.017,-0.002,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.3138128,0.0784532,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
74,1574069803290176895,126,1574069803289864217,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.012,0.018,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.06864655,9.80665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
75,1574069803531473254,127,1574069803531093054,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.013,-0.015,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1765197,0.0980665,9.7674234,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
76,1574069803792178645,128,1574069803791990393,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.004,0.021,-0.028,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.0980665,0.08825985,9.80665,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
77,1574069804016304477,129,1574069804015862543,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.002,0.03,-0.017,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.3334261,0.1372931,9.75761675,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
78,1574069804256394043,130,1574069804256210444,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.01,0.024,0.015,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1765197,0.10787315,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
79,1574069804487276031,131,1574069804486927464,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.001,-0.017,0.004,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1372931,0.1176798,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
80,1574069804770665223,132,1574069804770414262,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.003,-0.035,0.016,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.32361945,0.0392266,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
81,1574069804972373739,133,1574069804971984625,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.005,0.01,-1.22E-18,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.22555295,0.10787315,9.83606995,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
82,1574069805224811370,134,1574069805224493887,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.018,0.026,0.001,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.34323275,0.12748645,9.77723005,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
83,1574069805452607517,135,1574069805452348949,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.002,0.011,-1.35E-18,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.26477955,0.1372931,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
84,1574069805715105665,136,1574069805714730782,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.028,-0.017,0.043,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.1569064,0.20593965,9.91452315,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
85,1574069805957200388,137,1574069805956908202,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.14,0.085,-0.095,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,-0.4707192,-0.30400615,9.85568325,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
86,1574069806173232294,138,1574069806172827712,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.017,-0.146,-0.085,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.06864655,-0.02941995,9.7870367,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
87,1574069806433001233,139,1574069806432893857,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.044,0.011,-0.026,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.02941995,0.00980665,10.2773692,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
88,1574069806678270346,140,1574069806677831362,base_link,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.013,0.015,0.014,1.22E-07,0,0,0,1.22E-07,0,0,0,1.22E-07,0.0784532,-0.06864655,9.7478101,9.00E-08,0,0,0,9.00E-08,0,0,0,9.00E-08
