rosbagTimestamp,seq,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number,normality
1.57E+18,190,1574069825,14452285,'',16.30699921,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,191,1574069825,308587610,'',16.24399948,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,192,1574069825,557060626,'',16.31599998,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,193,1574069825,819274813,'',16.30900002,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,194,1574069826,79316331,'',16.31200027,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,195,1574069826,385045854,'',16.24099922,-2.400000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,196,1574069826,621370197,'',16.30999947,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,197,1574069826,947805225,'',16.31500053,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,198,1574069827,202605485,'',16.27400017,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,199,1574069827,471893208,'',16.31699944,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,200,1574069827,731375600,'',16.31200027,-2.24000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,201,1574069827,994173632,'',16.30699921,-2.339999914,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,202,1574069828,251624231,'',16.27199936,-2.390000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,203,1574069828,545444131,'',16.26799965,-2.019999981,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,204,1574069828,785274870,'',16.31699944,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,205,1574069829,40125903,'',16.31800079,-2.190000057,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,206,1574069829,354597221,'',16.25799942,-2.230000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,207,1574069829,595239890,'',16.31100082,-2.309999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,208,1574069829,864940348,'',16.31399918,-2.210000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,209,1574069830,117650382,'',16.31699944,-2.140000105,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,210,1574069830,412487362,'',16.28199959,-2.400000095,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,211,1574069830,664955738,'',16.31299973,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,212,1574069830,943845192,'',16.31399918,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,213,1574069831,191790582,'',16.31699944,-1.919999957,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,214,1574069831,454367836,'',16.26300049,-2.00999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,215,1574069831,755628582,'',16.31200027,-2.099999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,216,1574069832,63574357,'',16.31800079,-2.029999971,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,217,1574069832,321404313,'',16.24600029,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,218,1574069832,574926890,'',16.31500053,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,219,1574069832,836468483,'',16.31500053,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,220,1574069833,125268416,'',16.31699944,-2.170000076,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,221,1574069833,395884377,'',16.24099922,-2.099999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,222,1574069833,679230335,'',16.30699921,-1.940000057,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,223,1574069833,939620953,'',16.31200027,-2.180000067,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,224,1574069834,191245856,'',16.31500053,-2.00999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,225,1574069834,491323367,'',16.32099915,-2.049999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,226,1574069834,751480735,'',16.31699944,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,227,1574069835,62262231,'',16.31200027,-1.99000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,228,1574069835,319105800,'',16.25399971,-1.909999967,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,229,1574069835,566708524,'',16.31800079,-1.75999999,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,230,1574069835,831010271,'',16.30699921,-1.980000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,231,1574069836,104815021,'',16.31200027,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,232,1574069836,352611686,'',16.27499962,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,233,1574069836,614155432,'',16.31900024,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,234,1574069836,941703560,'',16.31500053,-2.059999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,235,1574069837,194756419,'',16.27400017,-1.889999986,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,236,1574069837,474109574,'',16.27499962,-2.049999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,237,1574069837,734926252,'',16.31200027,-2.029999971,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,238,1574069837,991187731,'',16.31699944,-1.919999957,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,239,1574069838,251703937,'',16.28100014,-1.950000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,240,1574069838,588811742,'',16.31800079,-1.970000029,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,241,1574069838,869101039,'',16.32099915,-2.130000114,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,242,1574069839,99243258,'',16.31599998,-2.059999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,243,1574069839,355079942,'',16.26799965,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,244,1574069839,610821599,'',16.31800079,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,245,1574069839,889722365,'',16.31200027,-2.079999924,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,246,1574069840,152084404,'',16.31800079,-2.089999914,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,247,1574069840,431638785,'',16.24399948,-2.099999905,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,248,1574069840,754869271,'',16.31299973,-1.960000038,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,249,1574069841,32557303,'',16.29700089,-3.049999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,250,1574069841,312208160,'',16.21999931,-1.929999948,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,251,1574069841,591453568,'',16.28700066,-2.200000048,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,252,1574069841,958617980,'',16.30900002,-2.119999886,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,253,1574069842,260912030,'',16.31500053,-1.850000024,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,254,1574069842,551061756,'',16.31699944,-2.059999943,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,255,1574069842,804758969,'',16.31500053,-1.970000029,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,256,1574069843,98663761,'',16.31999969,-1.730000019,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,257,1574069843,371939608,'',16.25499916,-1.99000001,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,258,1574069843,693517386,'',16.31299973,-2.049999952,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
1.57E+18,259,1574069844,4438662,'',16.33499908,-1.190000057,nan,nan,nan,0.99000001,2,0,0,TRUE,[],id0,'',1
