rosbagTimestamp,seq,secs,nsecs,frame_id,xp,yp,zp,xo,yo,zo,wo,normality
1.57E+18,40,1574069795,688026709,map,0.263695717,-0.41275835,0.119837761,-0.007935144,-0.004128171,-0.234344465,-0.972112475,1
1.57E+18,41,1574069795,916562090,map,0.304055691,-0.479115009,0.12996769,-0.007987682,-0.004133524,-0.234398377,-0.972099024,1
1.57E+18,42,1574069796,200448921,map,0.346764565,-0.552766323,0.133882523,-0.008076311,-0.004097548,-0.234541683,-0.972063878,1
1.57E+18,43,1574069796,481953435,map,0.401848793,-0.677478313,0.147634029,-0.008219652,-0.004101978,-0.234523818,-0.972066968,1
1.57E+18,44,1574069796,754249371,map,0.452451229,-0.807791233,0.161304712,-0.008485679,-0.004097813,-0.234568055,-0.972054026,1
1.57E+18,45,1574069797,34535703,map,0.498580456,-0.946056843,0.171406269,-0.008662861,-0.004144533,-0.234649427,-0.972032625,1
1.57E+18,46,1574069797,339537429,map,0.527395725,-1.093547344,0.186124325,-0.008860915,-0.004070306,-0.234715098,-0.972015298,1
1.57E+18,47,1574069797,614636803,map,0.523246765,-1.21324873,0.204846144,-0.008816928,-0.003977863,-0.234753443,-0.972006821,1
1.57E+18,48,1574069797,894548650,map,0.544364452,-1.30457449,0.216463327,-0.00875536,-0.003875315,-0.234768729,-0.9720041,1
1.57E+18,49,1574069798,173446944,map,0.58385849,-1.391211033,0.218978882,-0.008660593,-0.00392433,-0.234847002,-0.971985843,1
1.57E+18,50,1574069798,434260813,map,0.632650375,-1.46496439,0.217086554,-0.008660593,-0.00392433,-0.234847002,-0.971985843,1
1.57E+18,51,1574069798,697091925,map,0.709968567,-1.491435528,0.217478037,-0.008608169,-0.004040824,-0.234969893,-0.971956131,1
1.57E+18,52,1574069799,2947792,map,0.797792435,-1.538994312,0.212622881,-0.008420463,-0.004231467,-0.235043378,-0.971939196,1
1.57E+18,53,1574069799,271769656,map,0.88018322,-1.57751894,0.210500002,-0.008256166,-0.004412026,-0.235179818,-0.971906797,1
1.57E+18,54,1574069799,557535300,map,0.952318192,-1.59630537,0.206295252,-0.008170393,-0.004573236,-0.235230739,-0.971894454,1
1.57E+18,55,1574069799,835260472,map,1.028045654,-1.600433826,0.1962955,-0.007987975,-0.004618031,-0.235329884,-0.971871757,1
1.57E+18,56,1574069800,133135899,map,1.087487221,-1.595910549,0.182893038,-0.007833585,-0.00446333,-0.235476655,-0.971838185,1
1.57E+18,57,1574069800,430839940,map,1.191571236,-1.603114605,0.169561148,-0.007230533,-0.006480444,-0.235594279,-0.971802994,1
1.57E+18,58,1574069800,696484420,map,1.302553654,-1.624524593,0.167003393,-0.007382956,-0.005397577,-0.235701509,-0.971782464,1
1.57E+18,59,1574069800,972580309,map,1.407464981,-1.640614033,0.161436081,-0.007488029,-0.004632705,-0.235464633,-0.971843029,1
1.57E+18,60,1574069801,294475193,map,1.474351406,-1.653474331,0.157100201,-0.007757001,-0.003304216,-0.235321511,-0.97188101,1
1.57E+18,61,1574069801,553896042,map,1.526881218,-1.688257694,0.161999941,-0.007545366,-0.003649961,-0.235185979,-0.971914245,1
1.57E+18,62,1574069801,832429809,map,1.565382957,-1.706057072,0.170669794,-0.007297004,-0.004417275,-0.235295706,-0.971886399,1
1.57E+18,63,1574069802,133497271,map,1.636428356,-1.725904942,0.177448511,-0.006406207,-0.008626195,-0.235091916,-0.971913751,1
1.57E+18,64,1574069802,411895132,map,1.672915459,-1.727706432,0.185823202,-0.006267718,-0.008182901,-0.234293348,-0.972111302,1
1.57E+18,65,1574069802,693564524,map,1.724169254,-1.710029125,0.192037582,-0.006066747,-0.008827632,-0.234577059,-0.972038513,1
1.57E+18,66,1574069802,972103780,map,1.753549099,-1.683108807,0.196594477,-0.006099459,-0.007820765,-0.234535702,-0.97205691,1
1.57E+18,67,1574069803,234351092,map,1.759809017,-1.651093006,0.189723015,-0.005916974,-0.007903943,-0.235076152,-0.971926808,1
1.57E+18,68,1574069803,515781783,map,1.749957085,-1.63026762,0.185620785,-0.005503139,-0.008068697,-0.235202171,-0.971897397,1
1.57E+18,69,1574069803,832359977,map,1.765871525,-1.613603115,0.171518326,-0.005807091,-0.006696509,-0.235010319,-0.97195246,1
1.57E+18,70,1574069804,117601133,map,1.835357189,-1.574044704,0.155454397,-0.005774361,-0.007555268,-0.235082262,-0.971928961,1
1.57E+18,71,1574069804,388021614,map,1.863266468,-1.552650929,0.146318913,-0.005896437,-0.008911692,-0.235730081,-0.971759817,1
1.57E+18,72,1574069804,653633111,map,1.854990482,-1.556623936,0.153846741,-0.00612456,-0.008606551,-0.235574901,-0.971798787,1
1.57E+18,73,1574069804,932194123,map,1.878499031,-1.563020229,0.151581049,-0.006731755,-0.008015015,-0.236667482,-0.971534326,1
1.57E+18,74,1574069805,198153211,map,1.906490326,-1.556311131,0.151658535,-0.006617851,-0.00899101,-0.23638752,-0.971594723,1
1.57E+18,75,1574069805,481885406,map,1.947100163,-1.52895689,0.151596308,-0.007103239,-0.008902928,-0.236709774,-0.971513646,1
1.57E+18,76,1574069805,761889911,map,2.026495457,-1.479032993,0.139585257,-0.006712253,-0.007434416,-0.236773044,-0.971513356,1
1.57E+18,77,1574069806,46976418,map,2.113400459,-1.406299114,0.143625021,-0.000415564,-0.02256838,-0.228243199,-0.973342457,1
1.57E+18,78,1574069806,352000527,map,2.220961571,-1.333220959,0.161438942,-0.008675454,-0.000239199,-0.216686283,-0.976202711,1
1.57E+18,79,1574069806,621682728,map,2.299077034,-1.284841061,0.211056232,-0.002335028,-0.000506116,-0.216192742,-0.976347781,1
1.57E+18,80,1574069806,905277903,map,2.324807167,-1.300141811,0.27069211,-0.00195619,-0.003135687,-0.21628156,-0.976324038,1
1.57E+18,81,1574069807,214164888,map,2.246262074,-1.415002346,0.327633858,-0.004333114,-0.003791232,-0.213430079,-0.976941376,1
1.57E+18,82,1574069807,496929225,map,2.19649601,-1.455215931,0.393529415,-0.004333114,-0.003791232,-0.213430079,-0.976941376,1
1.57E+18,83,1574069807,762271639,map,2.15981245,-1.470395565,0.454332113,0.00249119,-0.002684333,-0.217615968,-0.976027602,1
1.57E+18,84,1574069808,42848576,map,2.133378983,-1.491836071,0.51123023,0.000795175,0.002047361,-0.216810602,-0.976211216,1
1.57E+18,85,1574069808,314189572,map,2.16094923,-1.47560358,0.533500671,7.11E-06,0.007675994,-0.212299931,-0.977174405,1
1.57E+18,86,1574069808,635983795,map,2.259334087,-1.455315113,0.536859274,-0.002984682,0.013864889,-0.190941299,-0.981498995,1
1.57E+18,87,1574069808,872330607,map,2.329021931,-1.42655611,0.538537741,-0.004636722,0.011258324,-0.153434961,-0.988083733,1
1.57E+18,88,1574069809,158290758,map,2.424684048,-1.424046993,0.542735815,-0.006633987,0.012187942,-0.149507139,-0.988663269,1
1.57E+18,89,1574069809,431647979,map,2.514870644,-1.469346523,0.562334776,-0.006841769,0.025849412,-0.170589706,-0.984979264,1
1.57E+18,90,1574069809,712464305,map,2.521754742,-1.56355238,0.585033894,-0.010056926,0.031082987,-0.180569228,-0.983019562,1
1.57E+18,91,1574069809,972440938,map,2.533281326,-1.581950665,0.592163801,-0.014634187,0.031743577,-0.175316134,-0.983891477,1
1.57E+18,92,1574069810,293252347,map,2.625007153,-1.501346111,0.596633434,-0.014531546,0.036886666,-0.174914669,-0.983785071,1
1.57E+18,93,1574069810,590283302,map,2.763762474,-1.444207668,0.606128693,-0.014220743,0.038566326,-0.159592258,-0.986326883,1
1.57E+18,94,1574069810,852868410,map,2.86627388,-1.419703007,0.61263752,-0.013898692,0.03635274,-0.160011607,-0.986347601,1
1.57E+18,95,1574069811,159555660,map,2.980844498,-1.381187916,0.620645046,-0.014256233,0.042597963,-0.173919241,-0.983734858,1
1.57E+18,96,1574069811,441366845,map,3.114778519,-1.346647739,0.655957222,-0.01266686,0.034604587,-0.190720482,-0.980952482,1
1.57E+18,97,1574069811,687108651,map,3.200118065,-1.31404829,0.695043564,-0.014981101,0.025145807,-0.195751428,-0.980216626,1
1.57E+18,98,1574069811,981510235,map,3.230633259,-1.204048634,0.766550779,-0.013131671,0.017797969,-0.193617994,-0.980827642,1
1.57E+18,99,1574069812,268237544,map,3.227755547,-1.103436947,0.839848042,-0.008127534,0.002655402,-0.195413588,-0.98068365,1
1.57E+18,100,1574069812,536168662,map,3.217446804,-1.043558598,0.919650555,-0.003007781,-0.014804585,-0.199403377,-0.979801036,1
1.57E+18,101,1574069812,813428951,map,3.170531273,-1.066812992,1.009662628,0.002050097,-0.011277202,-0.205084214,-0.978677213,1
1.57E+18,102,1574069813,92476352,map,3.139251709,-1.07189703,1.096001387,0.003487763,-0.012408434,-0.20431967,-0.97881936,1
1.57E+18,103,1574069813,408243567,map,3.146670818,-1.054348469,1.194150448,0.020365012,-0.022412011,-0.196632049,-0.980009595,1
1.57E+18,104,1574069813,746904288,map,3.263082981,-1.020998478,1.280187964,0.016067582,0.002922894,-0.206373818,-0.978336924,1
1.57E+18,105,1574069813,990451577,map,3.389033318,-0.983101368,1.330095172,0.029425458,0.007602217,-0.197891757,-0.979752622,1
1.57E+18,106,1574069814,258337601,map,3.516607285,-0.94947958,1.381086469,0.029425458,0.007602217,-0.197891757,-0.979752622,1
1.57E+18,107,1574069814,531333013,map,3.622174978,-0.927444935,1.456166506,0.033362794,-0.016812264,-0.183327229,-0.982341793,1
1.57E+18,108,1574069814,847585248,map,3.638467789,-0.927381039,1.517567992,0.020084968,-0.017122728,-0.176941699,-0.98386739,1
1.57E+18,109,1574069815,92896987,map,3.644116879,-0.915482044,1.55259943,0.001622058,-0.048872407,-0.170677755,-0.984112778,1
1.57E+18,110,1574069815,353126808,map,3.651326895,-0.92078352,1.60330677,0.013962113,-0.035643185,-0.15213997,-0.987617361,1
1.57E+18,111,1574069815,613296167,map,3.661486864,-0.919741154,1.662036061,0.009705958,-0.033643894,-0.174472017,-0.984039328,1
1.57E+18,112,1574069815,874039611,map,3.64056468,-0.880359173,1.709733486,0.014212863,-0.00292439,-0.17312283,-0.984793343,1
1.57E+18,113,1574069816,138954041,map,3.644403696,-0.868015766,1.743027449,0.018026748,-0.004500181,-0.174861705,-0.98441768,1
1.57E+18,114,1574069816,393352169,map,3.658780336,-0.882154942,1.755045414,0.021185965,-0.007762432,-0.182896823,-0.982873162,1
1.57E+18,115,1574069816,684469243,map,3.684274912,-0.909030437,1.75994575,0.035173988,-0.026816496,-0.194810319,-0.979843154,1
1.57E+18,116,1574069816,934240760,map,3.715644836,-0.930166721,1.779877663,0.033283495,-0.032254605,-0.203139258,-0.978052295,1
1.57E+18,117,1574069817,192146256,map,3.752578974,-0.94798708,1.80692029,0.03174723,-0.013445094,-0.192950389,-0.980602616,1
1.57E+18,118,1574069817,484094229,map,3.792638063,-0.972759724,1.841514468,0.031225668,-0.003440218,-0.18294495,-0.982621121,1
1.57E+18,119,1574069817,733147684,map,3.820818424,-1.018635273,1.860268354,0.030950935,-0.003213092,-0.170350021,-0.98489217,1
1.57E+18,120,1574069817,989621990,map,3.845590115,-1.109070301,1.869524121,0.029636085,-0.007775968,-0.17104081,-0.984787428,1
1.57E+18,121,1574069818,255644223,map,3.882445574,-1.200148106,1.871080756,0.029019735,-0.006059226,-0.181521848,-0.982939957,1
1.57E+18,122,1574069818,536377750,map,3.901349545,-1.253078938,1.871941566,0.035307559,-0.017694829,-0.189312819,-0.981122279,1
1.57E+18,123,1574069818,804412453,map,3.901888847,-1.275958538,1.873955727,0.036091938,-0.020477076,-0.198101015,-0.979302838,1
1.57E+18,124,1574069819,56717571,map,3.874201059,-1.290777683,1.877071857,0.029727061,-0.015286427,-0.192497202,-0.980728023,1
1.57E+18,125,1574069819,313014520,map,3.833991051,-1.302763462,1.877447248,0.017896628,-0.011553874,-0.19636364,-0.980299719,1
1.57E+18,126,1574069819,614795094,map,3.827424049,-1.32894659,1.875459433,0.009544633,-0.021766967,-0.202420676,-0.979010199,1
1.57E+18,127,1574069819,901318034,map,3.86346364,-1.384906292,1.87177217,0.005450043,-0.02327786,-0.212777618,-0.97680813,1
1.57E+18,128,1574069820,161256933,map,3.878439188,-1.43233633,1.872246742,0.007001209,-0.024157734,-0.225117332,-0.974006968,1
1.57E+18,129,1574069820,434092829,map,3.875366926,-1.433926106,1.879311442,0.018165934,-0.017891189,-0.234023072,-0.971896654,1
1.57E+18,130,1574069820,689277926,map,3.857944727,-1.429069042,1.881019235,0.017906081,-0.023964358,-0.239532641,-0.970427326,1
1.57E+18,131,1574069820,940082979,map,3.808408737,-1.427943707,1.875025868,0.004043752,-0.031159562,-0.239838045,-0.970304304,1
1.57E+18,132,1574069821,199717310,map,3.805865765,-1.488433361,1.853244543,-0.019531868,-0.029915963,-0.247989042,-0.968103804,1
1.57E+18,133,1574069821,460380897,map,3.805323362,-1.598968029,1.840335488,-0.037958136,-0.02517249,-0.257269043,-0.965265852,1
1.57E+18,134,1574069821,718109519,map,3.797379255,-1.710264683,1.822858214,-0.050425306,-0.027601356,-0.254052004,-0.965480726,1
1.57E+18,135,1574069821,976927605,map,3.793320656,-1.782159328,1.805367589,-0.05398497,-0.031814077,-0.24332165,-0.96791945,1
1.57E+18,136,1574069822,284769382,map,3.790518999,-1.825442791,1.792849541,-0.062846096,-0.030240295,-0.228046699,-0.971149111,1
1.57E+18,137,1574069822,559976032,map,3.800210238,-1.875863552,1.778912306,-0.058077562,-0.035082112,-0.231766931,-0.97040215,1
1.57E+18,138,1574069822,813480380,map,3.776354074,-1.910012722,1.767603278,-0.033843257,-0.026370047,-0.241148192,-0.96953948,1
1.57E+18,139,1574069823,54298072,map,3.718230009,-1.908058643,1.746265888,0.00200792,-0.021427093,-0.252457231,-0.967368696,1
1.57E+18,140,1574069823,320027086,map,3.659157276,-1.836499691,1.719750166,0.028058815,-0.019751905,-0.263632828,-0.964012602,1
1.57E+18,141,1574069823,597071923,map,3.628105879,-1.756794453,1.706354618,0.031429985,-0.023980295,-0.263703874,-0.963793219,1
1.57E+18,142,1574069823,853009802,map,3.609203339,-1.697421551,1.678765178,0.013697378,-0.01905612,-0.256372379,-0.966293149,1
1.57E+18,143,1574069824,121089468,map,3.571597576,-1.639007092,1.652358413,-0.000666593,-0.022128393,-0.248933574,-0.968267507,1
1.57E+18,144,1574069824,374348085,map,3.511433125,-1.575746059,1.631403089,-0.002547845,-0.021744668,-0.241652644,-0.970115806,1
1.57E+18,145,1574069824,633616508,map,3.488499165,-1.520554066,1.614280224,-0.001984927,-0.025704444,-0.241340873,-0.970097894,1
1.57E+18,146,1574069824,927977515,map,3.47226572,-1.529857159,1.601070523,-0.001839264,-0.03771602,-0.241981154,-0.969545894,1
1.57E+18,147,1574069825,171535755,map,3.428853035,-1.575685978,1.575082302,-0.002282314,-0.040364387,-0.246565958,-0.968282364,1
1.57E+18,148,1574069825,463481036,map,3.417766571,-1.590292454,1.547588825,0.002253015,-0.054828305,-0.251902206,-0.966195663,1
1.57E+18,149,1574069825,711777548,map,3.453010082,-1.582169056,1.511520982,0.00907687,-0.056157261,-0.248289533,-0.967014106,1
1.57E+18,150,1574069825,975693693,map,3.530641079,-1.593705654,1.469980359,0.016163523,-0.055247892,-0.246554066,-0.967417957,1
1.57E+18,151,1574069826,232083937,map,3.599422932,-1.585931301,1.435988545,0.013524522,-0.061176283,-0.247358608,-0.966896204,1
1.57E+18,152,1574069826,493148096,map,3.677902937,-1.574759007,1.408507586,0.01276507,-0.064285978,-0.240933031,-0.968326206,1
1.57E+18,153,1574069826,760723176,map,3.735598803,-1.603997707,1.368511677,0.002046527,-0.061973248,-0.244398396,-0.967690318,1
1.57E+18,154,1574069827,36651709,map,3.796134472,-1.633795261,1.328791499,-0.003068289,-0.067423513,-0.242257412,-0.967861561,1
1.57E+18,155,1574069827,339117193,map,3.92146039,-1.622352123,1.278992772,-0.005924986,-0.062846651,-0.243916751,-0.967739537,1
1.57E+18,156,1574069827,564033583,map,3.985533476,-1.62599802,1.247545362,0.001493568,-0.053057654,-0.24608323,-0.967794244,1
1.57E+18,157,1574069827,811905957,map,4.027677536,-1.663388729,1.210003614,0.007643772,-0.039309412,-0.249440074,-0.96756188,1
1.57E+18,158,1574069828,77034059,map,4.073327065,-1.701854229,1.171030402,0.006487064,-0.033486589,-0.259472297,-0.965148016,1
1.57E+18,159,1574069828,368538569,map,4.133511543,-1.723116398,1.118068933,-0.000852953,-0.022877408,-0.272302021,-0.96193945,1
1.57E+18,160,1574069828,630902471,map,4.163742065,-1.714251995,1.083637714,0.000224123,-0.008263831,-0.265513213,-0.964071778,1
1.57E+18,161,1574069828,871701761,map,4.189123154,-1.742641926,1.041727543,0.004426972,-0.007845627,-0.252900309,-0.967450403,1
1.57E+18,162,1574069829,132671760,map,4.186659813,-1.791164875,0.996899605,0.004764985,-0.00929619,-0.246263133,-0.96914671,1
1.57E+18,163,1574069829,394565903,map,4.223293304,-1.772160053,0.964377165,0.004912784,-0.014171368,-0.250784046,-0.967926856,1
1.57E+18,164,1574069829,653081898,map,4.338013649,-1.754040241,0.940154552,0.005608924,-0.023661838,-0.250148029,-0.967902175,1
1.57E+18,165,1574069829,914314180,map,4.464600086,-1.729056835,0.911374807,0.003188944,-0.034509907,-0.248779721,-0.967939847,1
1.57E+18,166,1574069830,202061692,map,4.578193665,-1.691898823,0.892757416,0.006894706,-0.045993798,-0.242951828,-0.968922826,1
1.57E+18,167,1574069830,470537908,map,4.630151272,-1.639151096,0.890376806,0.0174951,-0.057171783,-0.238670511,-0.969258323,1
1.57E+18,168,1574069830,733065920,map,4.646953583,-1.568182468,0.890017033,0.019853097,-0.058502578,-0.240223927,-0.96874959,1
1.57E+18,169,1574069831,1377305,map,4.628232956,-1.505798817,0.90652895,0.020130901,-0.062714396,-0.23670101,-0.969347349,1
1.57E+18,170,1574069831,288825264,map,4.593916893,-1.47820425,0.922870398,0.015967754,-0.066113161,-0.240344991,-0.968301795,1
1.57E+18,171,1574069831,535082135,map,4.569334984,-1.456561565,0.932193995,0.016743811,-0.075034807,-0.239451668,-0.96785966,1
1.57E+18,172,1574069831,819557769,map,4.533872604,-1.444710255,0.94662118,0.018698144,-0.083428846,-0.23725465,-0.967677755,1
1.57E+18,173,1574069832,104670174,map,4.528698921,-1.478823185,0.954545975,0.021261233,-0.086293296,-0.235054751,-0.967910477,1
1.57E+18,174,1574069832,374095998,map,4.534493446,-1.533756733,0.951204062,0.021605287,-0.084695612,-0.232651306,-0.968624403,1
1.57E+18,175,1574069832,655969406,map,4.540462017,-1.566794872,0.96279335,0.019763457,-0.083193454,-0.22984233,-0.96946416,1
1.57E+18,176,1574069832,889735024,map,4.581083298,-1.589861393,0.967037916,0.020825695,-0.081288209,-0.227309008,-0.970200563,1
1.57E+18,177,1574069833,154857571,map,4.611375809,-1.608999729,0.968760014,0.02486051,-0.067886284,-0.233483925,-0.969669358,1
1.57E+18,178,1574069833,421551368,map,4.605348587,-1.60755682,0.976382494,0.028414234,-0.053648962,-0.240258843,-0.968808603,1
1.57E+18,179,1574069833,701539171,map,4.586967468,-1.565793514,0.980110407,0.026905704,-0.046362973,-0.233410888,-0.970899539,1
1.57E+18,180,1574069833,964424948,map,4.577880859,-1.517187595,0.974783421,0.020579193,-0.047643359,-0.226356622,-0.972660931,1
1.57E+18,181,1574069834,260295561,map,4.571397781,-1.474951267,0.973821402,0.018611414,-0.046418656,-0.229139372,-0.972108056,1
1.57E+18,182,1574069834,518781879,map,4.568537712,-1.45172739,0.976355791,0.020144681,-0.046804575,-0.230475819,-0.971742981,1
1.57E+18,183,1574069834,810337338,map,4.567902565,-1.425832272,0.973559856,0.020802979,-0.05236543,-0.230941487,-0.971334714,1
1.57E+18,184,1574069835,26853444,map,4.560021877,-1.415663242,0.973590136,0.021069714,-0.055184469,-0.229002806,-0.971631852,1
1.57E+18,185,1574069835,275952504,map,4.553239822,-1.400911808,0.976414919,0.021736873,-0.055981996,-0.226715537,-0.972107808,1
1.57E+18,186,1574069835,536954831,map,4.539952278,-1.386720181,0.977272749,0.02394465,-0.060564315,-0.227784223,-0.971531248,1
1.57E+18,187,1574069835,795930325,map,4.501049995,-1.354930401,0.979875088,0.02624867,-0.067565439,-0.22470742,-0.971726553,1
1.57E+18,188,1574069836,74971971,map,4.476727009,-1.336733341,0.985778809,0.025267926,-0.069420371,-0.2209465,-0.972483927,1
1.57E+18,189,1574069836,321061366,map,4.472061157,-1.329389095,0.993067503,0.024502623,-0.071582945,-0.221359382,-0.972252811,1
1.57E+18,190,1574069836,575415396,map,4.483180046,-1.333501339,1.005118847,0.022868737,-0.068246758,-0.225690677,-0.971536473,1
1.57E+18,191,1574069836,836486655,map,4.485329151,-1.329464436,1.010377407,0.024562046,-0.061881679,-0.226056609,-0.971836289,1
1.57E+18,192,1574069837,129429304,map,4.468922615,-1.327863216,1.004997253,0.025724359,-0.059657008,-0.224059678,-0.97240761,1
1.57E+18,193,1574069837,422346560,map,4.436219692,-1.342291355,1.001725197,0.026857649,-0.055746351,-0.22131841,-0.973236442,1
1.57E+18,194,1574069837,654778168,map,4.408321381,-1.346355915,1.004846573,0.029531725,-0.060758405,-0.223511676,-0.972357354,1
1.57E+18,195,1574069837,912511487,map,4.365468025,-1.373441219,1.00782156,0.031460897,-0.060630904,-0.226428285,-0.971629732,1
1.57E+18,196,1574069838,157027551,map,4.33267498,-1.396242619,1.012353897,0.036219477,-0.059757413,-0.226188331,-0.971574001,1
1.57E+18,197,1574069838,413315900,map,4.317123413,-1.425669193,1.027574301,0.034902456,-0.059561406,-0.231559116,-0.970368298,1
1.57E+18,198,1574069838,679178999,map,4.300719261,-1.445480824,1.042491913,0.034347475,-0.056999045,-0.230849843,-0.97071093,1
1.57E+18,199,1574069838,941965183,map,4.284701347,-1.460600376,1.055808306,0.030340991,-0.051599676,-0.236815089,-0.969708983,1
1.57E+18,200,1574069839,199619498,map,4.254971981,-1.478545666,1.062461853,0.025485923,-0.046829987,-0.24874831,-0.967099632,1
1.57E+18,201,1574069839,451923609,map,4.221521378,-1.476960659,1.066273451,0.024942822,-0.045502057,-0.254075487,-0.965791419,1
