rosbagTimestamp,seq,secs,nsecs,frame_id,service,latitude,longitude,altitude,position_covariance,position_covariance_type,normality
1.57407E+18,112,1574069800,490743013,base_link,1,40.3548265,-3.7441072,690.5465673,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,113,1574069800,774095054,base_link,1,40.3548265,-3.7441067,690.5965669,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,114,1574069801,12252347,base_link,1,40.3548268,-3.7441061,690.6865666,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,115,1574069801,273144321,base_link,1,40.3548273,-3.7441063,690.1265673,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,116,1574069801,531611086,base_link,1,40.3548273,-3.744106,690.116567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,117,1574069801,790678755,base_link,1,40.3548275,-3.7441058,690.216567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,118,1574069802,47637279,base_link,1,40.3548278,-3.7441047,689.9665664,"[0.774399991607666, 0.0, 0.0, 0.0, 0.774399991607666, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,119,1574069802,315343317,base_link,1,40.3548282,-3.7441048,689.6165669,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,120,1574069802,603077054,base_link,1,40.3548286,-3.7441045,689.406567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,121,1574069802,865379391,base_link,1,40.3548293,-3.7441042,689.0365674,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,122,1574069803,91852668,base_link,1,40.3548296,-3.7441043,688.9665678,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,123,1574069803,347540366,base_link,1,40.3548299,-3.7441046,688.7865683,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,124,1574069803,591191825,base_link,1,40.35483,-3.7441046,688.6765684,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,125,1574069803,854779503,base_link,1,40.3548307,-3.744103,688.3565677,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,126,1574069804,134606814,base_link,1,40.354831,-3.7441027,688.2665678,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,127,1574069804,367947523,base_link,1,40.3548309,-3.7441027,688.3565677,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,128,1574069804,629898658,base_link,1,40.3548303,-3.7441026,688.376567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,129,1574069804,891411874,base_link,1,40.3548304,-3.7441019,688.3765665,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,130,1574069805,130120379,base_link,1,40.3548305,-3.7441015,688.3165662,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,131,1574069805,372345988,base_link,1,40.3548308,-3.744101,688.2665661,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,132,1574069805,652534770,base_link,1,40.3548319,-3.7440993,687.9665657,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,133,1574069805,892008864,base_link,1,40.3548325,-3.7440985,687.8265656,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,134,1574069806,155715031,base_link,1,40.3548334,-3.7440974,687.5665655,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,135,1574069806,409291433,base_link,1,40.354834,-3.7440964,687.5365652,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,136,1574069806,722073869,base_link,1,40.3548337,-3.7440964,686.8165649,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,137,1574069807,11902959,base_link,1,40.3548324,-3.7440978,686.7665649,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,138,1574069807,236729994,base_link,1,40.3548312,-3.7440988,686.9165646,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,139,1574069807,471957033,base_link,1,40.3548312,-3.7440988,686.9465646,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,140,1574069807,726736093,base_link,1,40.3548311,-3.744099,686.9465647,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,141,1574069808,1258251,base_link,1,40.3548309,-3.7440991,686.8765646,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,142,1574069808,232621495,base_link,1,40.3548312,-3.7440971,687.0965631,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,143,1574069808,494533496,base_link,1,40.3548312,-3.7440959,687.0765621,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,144,1574069808,754804234,base_link,1,40.3548314,-3.7440958,686.8265622,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,145,1574069809,9998056,base_link,1,40.3548315,-3.744095,687.0865616,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,146,1574069809,304225550,base_link,1,40.3548308,-3.7440928,687.446559,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,147,1574069809,539216024,base_link,1,40.3548303,-3.7440934,687.1965591,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,148,1574069809,811060146,base_link,1,40.3548299,-3.7440943,686.9265595,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,149,1574069810,61719116,base_link,1,40.3548313,-3.7440922,687.426559,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,150,1574069810,306946966,base_link,1,40.3548316,-3.7440909,687.7165582,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,151,1574069810,570948850,base_link,1,40.3548316,-3.74409,687.7565574,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,152,1574069810,828868139,base_link,1,40.3548318,-3.744088,688.2365559,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,153,1574069811,87538356,base_link,1,40.354832,-3.7440865,688.3365548,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,154,1574069811,351642535,base_link,1,40.3548324,-3.7440851,688.3265539,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,155,1574069811,587538483,base_link,1,40.3548327,-3.7440846,688.1665538,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,156,1574069811,851596262,base_link,1,40.3548346,-3.7440847,688.2065557,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,157,1574069812,116268433,base_link,1,40.3548356,-3.7440847,688.2765567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,158,1574069812,397945047,base_link,1,40.3548363,-3.7440845,688.5165572,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,159,1574069812,629328301,base_link,1,40.3548357,-3.7440838,690.076556,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,160,1574069812,889108593,base_link,1,40.3548359,-3.7440838,690.3665562,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,161,1574069813,174973830,base_link,1,40.3548364,-3.7440838,690.3565567,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,162,1574069813,430320781,base_link,1,40.3548367,-3.7440831,690.3165564,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,163,1574069813,722056312,base_link,1,40.3548368,-3.7440821,690.4665556,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,164,1574069813,946610324,base_link,1,40.354837,-3.7440815,690.4365553,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,165,1574069814,210551324,base_link,1,40.3548372,-3.7440807,690.5565548,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,166,1574069814,476657047,base_link,1,40.3548367,-3.7440804,690.716554,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,167,1574069814,734255500,base_link,1,40.3548362,-3.7440813,690.9765543,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57407E+18,168,1574069814,970048659,base_link,1,40.3548361,-3.7440818,691.3365547,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57407E+18,169,1574069815,249370392,base_link,1,40.3548361,-3.7440815,691.7265544,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,170,1574069815,472264106,base_link,1,40.354836,-3.7440815,692.3665543,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57407E+18,171,1574069815,706541466,base_link,1,40.3548363,-3.7440823,692.4965553,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57407E+18,172,1574069815,952530027,base_link,1,40.3548363,-3.744083,692.7365559,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,173,1574069816,189851645,base_link,1,40.354836,-3.7440835,692.886556,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,174,1574069816,429679521,base_link,1,40.3548356,-3.7440839,692.936556,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,175,1574069816,666500837,base_link,1,40.3548347,-3.744084,693.1865552,"[0.792099974536896, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 2.4964001356124896]",1,1
1.57407E+18,176,1574069816,909471876,base_link,1,40.354834,-3.7440841,693.2465546,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,177,1574069817,145539532,base_link,1,40.3548332,-3.7440843,693.436554,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,178,1574069817,412937096,base_link,1,40.3548326,-3.7440841,693.6065533,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,179,1574069817,659696176,base_link,1,40.3548316,-3.7440841,693.9665523,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
1.57407E+18,180,1574069817,865550122,base_link,1,40.354831,-3.744084,694.2265516,"[0.722500040531159, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 2.016399878120424]",1,1
