,%time,seq,stamp,frame_id,child_frame_id,xp,yp,zp,xo,yo,zo,wo,orientation_covariance0,orientation_covariance1,orientation_covariance2,orientation_covariance3,orientation_covariance4,orientation_covariance5,orientation_covariance6,orientation_covariance7,orientation_covariance8,orientation_covariance9,orientation_covariance10,orientation_covariance11,orientation_covariance12,orientation_covariance13,orientation_covariance14,orientation_covariance15,orientation_covariance16,orientation_covariance17,orientation_covariance18,orientation_covariance19,orientation_covariance20,orientation_covariance21,orientation_covariance22,orientation_covariance23,orientation_covariance24,orientation_covariance25,orientation_covariance26,orientation_covariance27,orientation_covariance28,orientation_covariance29,orientation_covariance30,orientation_covariance31,orientation_covariance32,orientation_covariance33,orientation_covariance34,orientation_covariance35,xl,yl,zl,xa,ya,za,angular_covariance0,angular_covariance1,angular_covariance2,angular_covariance3,angular_covariance4,angular_covariance5,angular_covariance6,angular_covariance7,angular_covariance8,angular_covariance9,angular_covariance10,angular_covariance11,angular_covariance12,angular_covariance13,angular_covariance14,angular_covariance15,angular_covariance16,angular_covariance17,angular_covariance18,angular_covariance19,angular_covariance20,angular_covarianceq21,angular_covariance22,angular_covariance23,angular_covariance24,angular_covariance25,angular_covariance26,angular_covariance27,angular_covariance28,angular_covariance29,angular_covariance30,angular_covariance31,angular_covariance32,angular_covariance33,angular_covariance34,angular_covariance35
142,1574069823849239913,195,1574069823848935568,map,base_link,8.852794036,-2.243281972,1.678,0.01369737803,-0.01905611997,-0.2563723785,-0.9662931489,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.21,0.1,0.08,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1574069824121716207,196,1574069824120822725,map,base_link,8.818810089,-2.187755092,1.652,-0.0006665926197,-0.02212839308,-0.2489335742,-0.9682675072,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.22,0.14,0.08,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1574069824374086969,197,1574069824373808854,map,base_link,8.750842276,-2.121122873,1.631,-0.002547844715,-0.02174466839,-0.2416526436,-0.9701158064,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.2,0.15,0.11,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1574069824633075954,198,1574069824632698350,map,base_link,8.733850258,-2.065595977,1.614,-0.001984926859,-0.02570444444,-0.2413408728,-0.9700978944,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.14,0.13,0.09,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1574069824927611050,199,1574069824927092075,map,base_link,8.71685833,-2.076701375,1.601,-0.001839263704,-0.03771602038,-0.2419811541,-0.9695458937,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.11,0.09,0.09,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1574069825171508355,200,1574069825171310646,map,base_link,8.674378524,-2.121122942,1.575,-0.002282314199,-0.04036438722,-0.2465659582,-0.9682823635,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.08,0.06,0.11,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1574069825463222944,201,1574069825462783272,map,base_link,8.65738657,-2.132228335,1.547,0.00225301509,-0.05482830527,-0.2519022059,-0.9661956632,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.06,0.04,0.11,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1574069825711641091,202,1574069825711429770,map,base_link,8.699866345,-2.132228275,1.511,0.009076870125,-0.05615726109,-0.248289533,-0.9670141055,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.06,0.08,0.13,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1574069825975636884,203,1574069825975171434,map,base_link,8.776329972,-2.143333554,1.469,0.0161635226,-0.05524789202,-0.246554066,-0.967417957,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.01,0.11,0.14,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1574069826232249253,204,1574069826231883153,map,base_link,8.844297609,-2.13222808,1.435,0.01352452209,-0.06117628316,-0.2473586081,-0.9668962037,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.01,0.16,0.12,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1574069826491093701,205,1574069826490569270,map,base_link,8.920761223,-2.121122597,1.408,0.01276507011,-0.06428597795,-0.240933031,-0.9683262057,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0.12,0.15,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1574069826753513561,206,1574069826753262890,map,base_link,8.980232948,-2.154438659,1.368,0.002046527067,-0.06197324781,-0.2443983957,-0.9676903185,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0.06,0.14,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1574069827036164338,207,1574069827035705741,map,base_link,9.039704659,-2.176649338,1.328,-0.003068288545,-0.06742351311,-0.2422574118,-0.9678615613,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.05,0.01,0.15,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1574069827332519600,208,1574069827332293527,map,base_link,9.158648071,-2.165543797,1.282,-0.00592498605,-0.06284665115,-0.2439167512,-0.967739537,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.12,0.02,0.16,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1574069827556990456,209,1574069827556589494,map,base_link,9.22661573,-2.176649083,1.247,0.001493567682,-0.05305765449,-0.2460832298,-0.9677942439,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.12,0,0.16,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1574069827811861847,210,1574069827811612090,map,base_link,9.269095542,-2.209965163,1.21,0.007643771832,-0.03930941191,-0.2494400741,-0.9675618804,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.1,0,0.19,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1574069828076167541,211,1574069828075747576,map,base_link,9.320071303,-2.24328123,1.171,0.006487063891,-0.03348658907,-0.2594722974,-0.9651480162,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.06,0,0.17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1574069828368343694,212,1574069828368046082,map,base_link,9.379542983,-2.265491897,1.118,-0.0008529527359,-0.02287740762,-0.2723020211,-0.9619394503,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.02,0,0.19,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1574069828630537665,213,1574069828629879781,map,base_link,9.405030813,-2.254386473,1.083,0.0002241233024,-0.008263830988,-0.2655132129,-0.9640717777,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.01,0,0.22,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1574069828871579333,214,1574069828871249999,map,base_link,9.430518684,-2.287702571,1.041,0.004426972005,-0.007845627058,-0.252900309,-0.9674504027,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.02,0,0.23,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1574069829132631183,215,1574069829132171531,map,base_link,9.430518666,-2.332124076,0.996,0.004764985342,-0.009296189746,-0.2462631331,-0.9691467098,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.02,0,0.24,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1574069829394340182,216,1574069829393897646,map,base_link,9.464502459,-2.321018642,0.964,0.004912784111,-0.01417136834,-0.2507840459,-0.9679268563,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.12,0.04,0.24,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1574069829647451587,217,1574069829647076078,map,base_link,9.583445878,-2.298807722,0.94,0.005608923721,-0.02366183821,-0.2501480295,-0.9679021752,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.28,0.07,0.27,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1574069829907301461,218,1574069829906953929,map,base_link,9.710885244,-2.276596786,0.911,0.003188944461,-0.03450990659,-0.2487797205,-0.9679398471,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.39,0.05,0.29,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1574069830196446375,219,1574069830196111291,map,base_link,9.821332669,-2.232175112,0.892,0.006894705761,-0.04599379755,-0.2429518284,-0.968922826,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.37,0.03,0.24,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1574069830464829680,220,1574069830464466852,map,base_link,9.872308386,-2.187753522,0.89,0.01749510026,-0.05717178257,-0.2386705112,-0.9692583225,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.28,0.05,0.26,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1574069830730194670,221,1574069830729858578,map,base_link,9.889300208,-2.110015836,0.89,0.01985309716,-0.05850257805,-0.2402239274,-0.9687495897,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.17,0.13,0.23,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1574069830990233368,222,1574069830989736788,map,base_link,9.872308226,-2.054488958,0.906,0.02013090097,-0.06271439623,-0.2367010099,-0.9693473491,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.07,0.12,0.22,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1574069831288820917,223,1574069831288575787,map,base_link,9.838324364,-2.021172866,0.922,0.01596775351,-0.06611316106,-0.2403449913,-0.9683017949,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.07,0.13,0.24,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1574069831534302192,224,1574069831533800232,map,base_link,9.812836463,-1.998962142,0.932,0.0167438109,-0.07503480697,-0.2394516679,-0.9678596599,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.05,0.11,0.23,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1574069831819380324,225,1574069831819110528,map,base_link,9.778852615,-1.987856807,0.946,0.01869814389,-0.08342884596,-0.2372546501,-0.9676777553,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,6.812099452,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.03,0.09,0.22,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1574069832091047642,226,1574069832090608695,map,base_link,9.770356711,-2.021172965,0.954,0.02126123341,-0.08629329622,-0.2350547506,-0.9679104768,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0.05,0.19,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1574069832369408180,227,1574069832369136750,map,base_link,9.778852746,-2.076699857,0.951,0.02160528673,-0.08469561219,-0.2326513063,-0.9686244032,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.02,0.03,0.2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1574069832655762990,228,1574069832655268933,map,base_link,9.787348767,-2.110015993,0.962,0.01976345677,-0.08319345371,-0.2298423303,-0.9694641604,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.07,0.01,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1574069832889653305,229,1574069832889467510,map,base_link,9.829828608,-2.132226698,0.967,0.02082569473,-0.08128820943,-0.2273090078,-0.970200563,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.1,-0.01,0.19,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1574069833144386711,230,1574069833143957241,map,base_link,9.855316525,-2.154437426,0.967,0.02486050961,-0.06788628404,-0.2334839246,-0.9696693583,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.06,-0.02,0.17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1574069833413837213,231,1574069833413575315,map,base_link,9.846820578,-2.154437442,0.976,0.02841423355,-0.05364896211,-0.2402588425,-0.9688086028,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0.02,0.01,0.17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1574069833693773317,232,1574069833693308945,map,base_link,9.82982861,-2.110015944,0.98,0.02690570442,-0.0463629731,-0.2334108878,-0.9708995392,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.02,0.04,0.16,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1574069833951948367,233,1574069833951649546,map,base_link,9.821332574,-2.065594427,0.974,0.02057919275,-0.04764335867,-0.2263566217,-0.9726609312,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.06,0.06,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1574069834243231801,234,1574069834242976477,map,base_link,9.812836554,-2.021172915,0.973,0.01861141372,-0.04641865599,-0.2291393722,-0.9721080556,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.08,0.04,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1574069834516371788,235,1574069834515951319,map,base_link,9.812836525,-1.998962154,0.976,0.02014468109,-0.04680457512,-0.2304758193,-0.9717429806,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.07,0.03,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1574069834806726205,236,1574069834806513466,map,base_link,9.812836496,-1.976751393,0.972,0.02080297859,-0.05236543041,-0.2309414869,-0.9713347144,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.07,0.04,0.19,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1574069835019386870,237,1574069835019066452,map,base_link,9.804340519,-1.965646021,0.973,0.02106971359,-0.05518446901,-0.2290028064,-0.9716318522,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.07,0.04,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1574069835275870747,238,1574069835275356363,map,base_link,9.795844528,-1.943435271,0.976,0.02173687336,-0.05598199576,-0.2267155367,-0.9721078078,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.06,0.04,0.17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1574069835536625054,239,1574069835536297546,map,base_link,9.787348551,-1.932329902,0.977,0.02394465029,-0.06056431454,-0.227784223,-0.9715312477,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.08,0.04,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1574069835794506646,240,1574069835794282408,map,base_link,9.744868696,-1.899013814,0.979,0.02624867046,-0.06756543946,-0.2247074202,-0.9717265531,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.12,0.05,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1574069836057050365,241,1574069836056635913,map,base_link,9.71938081,-1.887908469,0.985,0.02526792623,-0.06942037059,-0.2209464998,-0.972483927,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.12,0.07,0.18,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1574069836306833970,242,1574069836306571828,map,base_link,9.719380811,-1.876803091,0.993,0.02450262287,-0.07158294545,-0.2213593816,-0.9722528105,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.1,0.07,0.16,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1574069836575209716,243,1574069836574947623,map,base_link,9.727876789,-1.876803083,1.005,0.02286873726,-0.06824675779,-0.225690677,-0.9715364734,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.07,0.06,0.15,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1574069836832188878,244,1574069836831905507,map,base_link,9.727876804,-1.876803086,1.01,0.02456204585,-0.06188167875,-0.2260566091,-0.9718362893,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.05,0.05,0.15,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1574069837120675204,245,1574069837120338491,map,base_link,9.710884864,-1.876803105,1.004,0.02572435859,-0.05965700777,-0.2240596776,-0.9724076099,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.06,0.03,0.15,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1574069837409196963,246,1574069837408997839,map,base_link,9.685396992,-1.887908519,1.001,0.02685764934,-0.05574635147,-0.2213184104,-0.9732364421,0.9604000374,0,0,0,0,0,0,0.9604000374,0,0,0,0,0,0,4.284899724,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,0,0,0,0,0,0,99999,-0.05,0.02,0.17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
