,%time,seq,stamp,frame_id,xl,yl,zl,twist.angular.x,twist.angular.y,twist.angular.z
72,1574069803855031767,125,1574069803854779503,map,-0.2450263103,0.3287280141,0,0,0,0
73,1574069804135030178,126,1574069804134606814,map,-0.1075725265,0.144319616,0,0,0,0
74,1574069804368217896,127,1574069804367947523,map,-0.1733112926,0.2325149368,0,0,0,0
75,1574069804630328692,128,1574069804629898658,map,-0.09562002352,0.1282841031,0,0,0,0
76,1574069804891638856,129,1574069804891411874,map,-0.07171501764,0.09621307731,0,0,0,0
77,1574069805130522663,130,1574069805130120379,map,-0.04781001176,0.06414205154,0,0,0,0
78,1574069805372618471,131,1574069805372345988,map,-0.1075725265,0.144319616,0,0,0,0
79,1574069805652865843,132,1574069805652534770,map,-0.04781001176,0.06414205154,0,0,0,0
80,1574069805892350717,133,1574069805892008864,map,-0.2988125735,0.4008878221,0,0,0,0
81,1574069806156076734,134,1574069806155715031,map,-0.3167413279,0.4249410914,0,0,0,0
82,1574069806409458179,135,1574069806409291433,map,-0.07171501764,0.09621307731,0,0,0,0
83,1574069806722382040,136,1574069806722073869,map,-0.4183376029,0.561242951,0,0,0,0
84,1574069807012304809,137,1574069807011902959,map,-0.8187464514,1.098432633,0,0,0,0
85,1574069807237069995,138,1574069807236729994,map,-0.394432597,0.5291719252,0,0,0,0
86,1574069807472148045,139,1574069807471957033,map,-0.101596275,0.1363018595,0,0,0,0
87,1574069807727185030,140,1574069807726736093,map,-0.1673350412,0.2244971804,0,0,0,0
88,1574069808001534674,141,1574069808001258251,map,-0.08964377205,0.1202663466,0,0,0,0
89,1574069808232894456,142,1574069808232621495,map,-0.3227175794,0.4329588479,0,0,0,0
90,1574069808494746543,143,1574069808494533496,map,-0.1792875441,0.2405326933,0,0,0,0
91,1574069808754990757,144,1574069808754804234,map,-0.1613587897,0.2164794239,0,0,0,0
92,1574069809010206017,145,1574069809009998056,map,-0.07171501764,0.09621307731,0,0,0,0
93,1574069809304449370,146,1574069809304225550,map,-0.1613587897,0.2164794239,0,0,0,0
94,1574069809539366626,147,1574069809539216024,map,-0.3884563455,0.5211541688,0,0,0,0
95,1574069809811248140,148,1574069809811060146,map,-0.1733112926,0.2325149368,0,0,0,0
96,1574069810061998790,149,1574069810061719116,map,-0.3884563455,0.5211541688,0,0,0,0
97,1574069810307130180,150,1574069810306946966,map,-0.2151450529,0.2886392319,0,0,0,0
98,1574069810571171477,151,1574069810570948850,map,-0.1314775323,0.1763906417,0,0,0,0
99,1574069810829092487,152,1574069810828868139,map,-0.1613587897,0.2164794239,0,0,0,0
100,1574069811087963710,153,1574069811087538356,map,-0.2808838191,0.3768345528,0,0,0,0
101,1574069811351822739,154,1574069811351642535,map,-0.20319255,0.272603719,0,0,0,0
102,1574069811587963819,155,1574069811587538483,map,-0.06573876617,0.08819532087,0,0,0,0
103,1574069811851825202,156,1574069811851596262,map,-0.3286938308,0.4409766043,0,0,0,0
104,1574069812116639647,157,1574069812116268433,map,-0.2151450529,0.2886392319,0,0,0,0
105,1574069812398101360,158,1574069812397945047,map,-0.1434300353,0.1924261546,0,0,0,0
106,1574069812629528878,159,1574069812629328301,map,-0.4422426088,0.5933139767,0,0,0,0
107,1574069812889510096,160,1574069812889108593,map,-0.09562002352,0.1282841031,0,0,0,0
108,1574069813175372882,161,1574069813174973830,map,-0.06573876617,0.08819532087,0,0,0,0
109,1574069813430543095,162,1574069813430320781,map,-0.3107650764,0.416923335,0,0,0,0
110,1574069813722443879,163,1574069813722056312,map,-0.04781001176,0.06414205154,0,0,0,0
111,1574069813946750333,164,1574069813946610324,map,-0.2689313161,0.3607990399,0,0,0,0
112,1574069814211001633,165,1574069814210551324,map,-0.2390500588,0.3207102577,0,0,0,0
113,1574069814476969492,166,1574069814476657047,map,-0.2390500588,0.3207102577,0,0,0,0
114,1574069814734662133,167,1574069814734255500,map,-0.20319255,0.272603719,0,0,0,0
115,1574069814970333655,168,1574069814970048659,map,-0.1314775323,0.1763906417,0,0,0,0
116,1574069815249755439,169,1574069815249370392,map,-0.02988125735,0.04008878221,0,0,0,0
117,1574069815472535853,170,1574069815472264106,map,-0.1075725265,0.144319616,0,0,0,0
118,1574069815706726364,171,1574069815706541466,map,-0.2749075676,0.3688167964,0,0,0,0
119,1574069815952908276,172,1574069815952530027,map,-0.02390500588,0.03207102577,0,0,0,0
120,1574069816190086563,173,1574069816189851645,map,-0.02988125735,0.04008878221,0,0,0,0
121,1574069816430177971,174,1574069816429679521,map,-0.0597625147,0.08017756442,0,0,0,0
122,1574069816666711941,175,1574069816666500837,map,-0.1195250294,0.1603551288,0,0,0,0
123,1574069816909816348,176,1574069816909471876,map,-0.08964377205,0.1202663466,0,0,0,0
124,1574069817145714114,177,1574069817145539532,map,-0.08964377205,0.1202663466,0,0,0,0
125,1574069817413133267,178,1574069817412937096,map,-0.08964377205,0.1202663466,0,0,0,0
126,1574069817659936192,179,1574069817659696176,map,-0.1434300353,0.1924261546,0,0,0,0
127,1574069817866020769,180,1574069817865550122,map,-0.1553825382,0.2084616675,0,0,0,0
128,1574069818105154788,181,1574069818104938770,map,-0.1374537838,0.1844083982,0,0,0,0
129,1574069818366139220,182,1574069818365631278,map,-0.08964377205,0.1202663466,0,0,0,0
130,1574069818625476029,183,1574069818625250495,map,-0.2569788132,0.344763527,0,0,0,0
131,1574069818873657197,184,1574069818873340310,map,-0.04183376029,0.0561242951,0,0,0,0
132,1574069819114990552,185,1574069819114722722,map,-0.07171501764,0.09621307731,0,0,0,0
133,1574069819347082853,186,1574069819346638722,map,-0.08964377205,0.1202663466,0,0,0,0
134,1574069819590909826,187,1574069819590613147,map,-0.1374537838,0.1844083982,0,0,0,0
135,1574069819866264277,188,1574069819865741991,map,-0.02988125735,0.04008878221,0,0,0,0
136,1574069820065430701,189,1574069820065223180,map,-0.09562002352,0.1282841031,0,0,0,0
137,1574069820330312861,190,1574069820329837434,map,-0.08366752058,0.1122485902,0,0,0,0
138,1574069820574539815,191,1574069820574356051,map,-0.191240047,0.2565682062,0,0,0,0
139,1574069820812983666,192,1574069820812592763,map,-0.1852637956,0.2485504497,0,0,0,0
140,1574069821051956620,193,1574069821051706969,map,-0.20319255,0.272603719,0,0,0,0
141,1574069821295445943,194,1574069821295250515,map,-0.3525988367,0.4730476301,0,0,0,0
142,1574069821535614095,195,1574069821535376977,map,-0.2749075676,0.3688167964,0,0,0,0
143,1574069821771299308,196,1574069821771080456,map,-0.2808838191,0.3768345528,0,0,0,0
144,1574069822091635432,197,1574069822091474015,map,-0.1314775323,0.1763906417,0,0,0,0
145,1574069822356956496,198,1574069822356544869,map,-0.2091688014,0.2806214755,0,0,0,0
146,1574069822537481931,199,1574069822537068077,map,-0.08366752058,0.1122485902,0,0,0,0
147,1574069822791385735,200,1574069822791135261,map,-0.1255012809,0.1683728853,0,0,0,0
148,1574069823022989880,201,1574069823022498809,map,-0.1255012809,0.1683728853,0,0,0,0
149,1.57407E+18,202,1574069823295346959,map,-0.1195250294,0.1603551288,0,0,0,0
150,1574069823510191623,203,1574069823509710831,map,-0.06573876617,0.08819532087,0,0,0,0
151,1574069823747635113,204,1574069823747410120,map,-0.05378626323,0.07215980798,0,0,0,0
152,1574069823990276058,205,1574069823989811959,map,-0.1374537838,0.1844083982,0,0,0,0
153,1574069824246692534,206,1574069824246463954,map,-0.20319255,0.272603719,0,0,0,0
154,1574069824532666284,207,1574069824532252711,map,-0.1733112926,0.2325149368,0,0,0,0
155,1574069824704882819,208,1574069824704721692,map,-0.1494062867,0.2004439111,0,0,0,0
156,1574069824953076584,209,1574069824952643425,map,-0.1972162985,0.2645859626,0,0,0,0
157,1574069825205537119,210,1574069825205327609,map,-0.2151450529,0.2886392319,0,0,0,0
158,1574069825444500895,211,1574069825444065860,map,-0.1434300353,0.1924261546,0,0,0,0
159,1574069825684736522,212,1574069825684559110,map,-0.5737201411,0.7697046185,0,0,0,0
160,1574069825925614878,213,1574069825925425719,map,-0.04781001176,0.06414205154,0,0,0,0
161,1574069826166647690,214,1574069826166446603,map,-0.2689313161,0.3607990399,0,0,0,0
162,1574069826430221575,215,1574069826429977023,map,-0.2450263103,0.3287280141,0,0,0,0
163,1574069826662963807,216,1574069826662821140,map,-0.1314775323,0.1763906417,0,0,0,0
164,1574069826904278880,217,1574069826904070702,map,-0.1613587897,0.2164794239,0,0,0,0
165,1574069827144428377,218,1574069827144176727,map,-0.4601713632,0.6173672461,0,0,0,0
166,1574069827388826402,219,1574069827388566350,map,-0.07769126911,0.1042308338,0,0,0,0
167,1574069827625457671,220,1574069827625070797,map,-0.101596275,0.1363018595,0,0,0,0
168,1574069827863815209,221,1574069827863586351,map,-0.1553825382,0.2084616675,0,0,0,0
169,1574069828110720979,222,1574069828110349288,map,-0.2390500588,0.3207102577,0,0,0,0
170,1574069828352093872,223,1574069828351842033,map,-0.1494062867,0.2004439111,0,0,0,0
171,1574069828615018636,224,1574069828614574152,map,-0.1195250294,0.1603551288,0,0,0,0
172,1574069828849428489,225,1574069828849179347,map,-0.2091688014,0.2806214755,0,0,0,0
173,1574069829072959309,226,1574069829072583252,map,-0.3167413279,0.4249410914,0,0,0,0
174,1574069829317401753,227,1574069829317171931,map,-0.3107650764,0.416923335,0,0,0,0
175,1574069829544425033,228,1574069829544033520,map,-0.3525988367,0.4730476301,0,0,0,0
176,1574069829792318155,229,1574069829792110575,map,-0.09562002352,0.1282841031,0,0,0,0
177,1574069830039203239,230,1574069830038719633,map,-0.2510025617,0.3367457706,0,0,0,0
178,1574069830290823035,231,1574069830290654519,map,-0.2689313161,0.3607990399,0,0,0,0
179,1574069830529654924,232,1574069830529285351,map,-0.1314775323,0.1763906417,0,0,0,0
180,1574069830791471647,233,1574069830791330648,map,-0.292836322,0.3928700657,0,0,0,0
181,1574069831024430038,234,1574069831024004873,map,-0.07171501764,0.09621307731,0,0,0,0
182,1574069831263646757,235,1574069831263407758,map,-0.06573876617,0.08819532087,0,0,0,0
183,1574069831533118123,236,1574069831532676266,map,-0.1553825382,0.2084616675,0,0,0,0
184,1574069831791723143,237,1574069831791582042,map,-0.1075725265,0.144319616,0,0,0,0
185,1574069832008025245,238,1574069832007529858,map,-0.2211213044,0.2966569884,0,0,0,0
186,1574069832254524858,239,1574069832254306559,map,-0.1135487779,0.1523373724,0,0,0,0
187,1574069832485442706,240,1574069832485223963,map,-0.03585750882,0.04810653865,0,0,0,0
188,1574069832729511726,241,1574069832729287177,map,-0.08366752058,0.1122485902,0,0,0,0
189,1574069832989896185,242,1574069832989707035,map,-0.05378626323,0.07215980798,0,0,0,0
190,1574069833225012719,243,1574069833224778263,map,-0.03585750882,0.04810653865,0,0,0,0
191,1574069833467834123,244,1574069833467668990,map,-0.20319255,0.272603719,0,0,0,0
192,1574069833730206254,245,1574069833729857033,map,-0.04781001176,0.06414205154,0,0,0,0
193,1574069833985669048,246,1574069833985214824,map,-0.1852637956,0.2485504497,0,0,0,0
194,1574069834232982379,247,1574069834232573178,map,-0.05378626323,0.07215980798,0,0,0,0
195,1574069834455397971,248,1574069834455194523,map,-0.07171501764,0.09621307731,0,0,0,0
196,1574069834684134442,249,1574069834683787788,map,-0.01792875441,0.02405326933,0,0,0,0
197,1574069834929065890,250,1574069834928826088,map,0,0,0,0,0,0
198,1574069835187258158,251,1574069835186850492,map,-0.06573876617,0.08819532087,0,0,0,0
199,1574069835432070121,252,1574069835431864031,map,-0.00597625147,0.008017756442,0,0,0,0
200,1574069835665147165,253,1574069835664744907,map,-0.1374537838,0.1844083982,0,0,0,0
201,1574069835907521123,254,1574069835907317954,map,-0.08964377205,0.1202663466,0,0,0,0
202,1574069836151278076,255,1574069836150878678,map,-0.0597625147,0.08017756442,0,0,0,0
203,1574069836389724371,256,1574069836389537337,map,-0.1972162985,0.2645859626,0,0,0,0
204,1574069836660782641,257,1574069836660340253,map,-0.1613587897,0.2164794239,0,0,0,0
205,1574069836864951167,258,1574069836864776227,map,-0.1374537838,0.1844083982,0,0,0,0
206,1574069837105906039,259,1574069837105582842,map,-0.07769126911,0.1042308338,0,0,0,0
207,1574069837354451201,260,1574069837354243031,map,-0.08964377205,0.1202663466,0,0,0,0
208,1574069837591375685,261,1574069837591173339,map,-0.07171501764,0.09621307731,0,0,0,0
209,1574069837830610248,262,1574069837830290183,map,-0.101596275,0.1363018595,0,0,0,0
210,1574069838062389827,263,1574069838062194160,map,-0.08964377205,0.1202663466,0,0,0,0
211,1574069838309099819,264,1574069838308674932,map,-0.02988125735,0.04008878221,0,0,0,0
212,1574069838551960034,265,1574069838551727501,map,-0.01792875441,0.02405326933,0,0,0,0
213,1574069838784787948,266,1574069838784384114,map,-0.01195250294,0.01603551288,0,0,0,0
214,1574069839031160231,267,1574069839030960962,map,-0.1553825382,0.2084616675,0,0,0,0
215,1574069839267140333,268,1574069839266731168,map,-0.1314775323,0.1763906417,0,0,0,0
216,1574069839504436991,269,1574069839504223153,map,-0.02390500588,0.03207102577,0,0,0,0
217,1574069839767607637,270,1574069839767250747,map,-0.04183376029,0.0561242951,0,0,0,0
218,1574069839995030704,271,1574069839994706123,map,-0.03585750882,0.04810653865,0,0,0,0
219,1574069840229513290,272,1574069840229057445,map,-0.04781001176,0.06414205154,0,0,0,0
220,1574069840489205828,273,1574069840489003080,map,-0.0597625147,0.08017756442,0,0,0,0
221,1574069840715104675,274,1574069840714706489,map,-0.1195250294,0.1603551288,0,0,0,0
222,1574069840961166803,275,1574069840960974947,map,-0.101596275,0.1363018595,0,0,0,0
223,1574069841215231934,276,1574069841214814103,map,-0.08366752058,0.1122485902,0,0,0,0
224,1574069841492426556,277,1574069841492193631,map,-0.101596275,0.1363018595,0,0,0,0
225,1574069841737384789,278,1574069841736940195,map,-0.1494062867,0.2004439111,0,0,0,0
226,1574069842033572048,279,1574069842033352076,map,-0.1733112926,0.2325149368,0,0,0,0
227,1574069842294888605,280,1574069842294534298,map,-0.1553825382,0.2084616675,0,0,0,0
228,1574069842484207749,281,1574069842484033823,map,-0.1553825382,0.2084616675,0,0,0,0
229,1574069842731031696,282,1574069842730647363,map,-0.03585750882,0.04810653865,0,0,0,0
230,1574069842976790926,283,1574069842976518712,map,-0.01792875441,0.02405326933,0,0,0,0
231,1574069843206971190,284,1574069843206561685,map,-0.1195250294,0.1603551288,0,0,0,0
232,1574069843465447380,285,1574069843465265317,map,-0.2330738073,0.3126925013,0,0,0,0
233,1574069843734729705,286,1574069843734316736,map,-0.06573876617,0.08819532087,0,0,0,0
234,1574069843975379803,287,1574069843975125053,map,-0.04781001176,0.06414205154,0,0,0,0
235,1574069844207988943,288,1574069844207829033,map,-0.04183376029,0.0561242951,0,0,0,0
236,1574069844447020282,289,1574069844446625922,map,-0.1135487779,0.1523373724,0,0,0,0
237,1574069844691316893,290,1574069844691114794,map,-0.2450263103,0.3287280141,0,0,0,0
238,1574069844935200450,291,1574069844934734006,map,-0.07171501764,0.09621307731,0,0,0,0
239,1574069845189630666,292,1574069845189333800,map,-0.1135487779,0.1523373724,0,0,0,0
240,1574069845430731033,293,1574069845430302711,map,-0.191240047,0.2565682062,0,0,0,0
241,1574069845646900505,294,1574069845646609848,map,-0.1314775323,0.1763906417,0,0,0,0
242,1574069845904723303,295,1574069845904275649,map,-0.2689313161,0.3607990399,0,0,0,0
243,1574069846147194525,296,1574069846146952568,map,-0.1852637956,0.2485504497,0,0,0,0
244,1574069846393274195,297,1574069846392842269,map,-0.1494062867,0.2004439111,0,0,0,0
245,1574069846630453990,298,1574069846630238813,map,-0.1374537838,0.1844083982,0,0,0,0
246,1574069846870331150,299,1574069846869955085,map,-0.1255012809,0.1683728853,0,0,0,0
247,1574069847112724882,300,1574069847112553253,map,-0.07171501764,0.09621307731,0,0,0,0
248,1574069847352486142,301,1574069847352100527,map,-0.101596275,0.1363018595,0,0,0,0
249,1574069847591822069,302,1574069847591624757,map,-0.01792875441,0.02405326933,0,0,0,0
250,1574069847831909845,303,1574069847831537783,map,-0.0597625147,0.08017756442,0,0,0,0
251,1574069848068499554,304,1574069848068134488,map,-0.08366752058,0.1122485902,0,0,0,0
252,1574069848309660820,305,1574069848309379599,map,-0.1733112926,0.2325149368,0,0,0,0
253,1574069848550380698,306,1574069848549868927,map,-0.6036013984,0.8097934007,0,0,0,0
254,1574069848790777926,307,1574069848790522398,map,-0.496028872,0.6654737847,0,0,0,0
255,1574069849029800802,308,1574069849029556977,map,-0.4900526205,0.6574560283,0,0,0,0
256,1574069849272880318,309,1574069849272696413,map,-0.5677438896,0.761686862,0,0,0,0
257,1574069849509837571,310,1574069849509438959,map,-0.08964377205,0.1202663466,0,0,0,0
258,1574069849750245289,311,1574069849750118390,map,-0.1494062867,0.2004439111,0,0,0,0
259,1574069849992955814,312,1574069849992541129,map,-0.2988125735,0.4008878221,0,0,0,0
260,1574069850230471472,313,1574069850230264989,map,-0.2689313161,0.3607990399,0,0,0,0
261,1574069850472152654,314,1574069850471695451,map,-0.2211213044,0.2966569884,0,0,0,0
262,1574069850713956183,315,1574069850713726206,map,-0.20319255,0.272603719,0,0,0,0
263,1574069850946909152,316,1574069850946552013,map,-0.1553825382,0.2084616675,0,0,0,0
264,1574069851189956839,317,1574069851189759477,map,-0.1733112926,0.2325149368,0,0,0,0
265,1574069851430024860,318,1574069851429588475,map,-0.101596275,0.1363018595,0,0,0,0
266,1574069851664793957,319,1574069851664613600,map,-0.1075725265,0.144319616,0,0,0,0
267,1574069851910355351,320,1574069851909868390,map,-0.02390500588,0.03207102577,0,0,0,0
268,1574069852157694228,321,1574069852157427954,map,-0.101596275,0.1363018595,0,0,0,0
269,1574069852391492686,322,1574069852391086264,map,-0.20319255,0.272603719,0,0,0,0
270,1574069852628780510,323,1574069852628611283,map,-0.06573876617,0.08819532087,0,0,0,0
271,1574069852870666419,324,1574069852870262374,map,-0.1255012809,0.1683728853,0,0,0,0
272,1574069853105073364,325,1574069853104872479,map,-0.101596275,0.1363018595,0,0,0,0
273,1574069853350296821,326,1574069853349781172,map,-0.05378626323,0.07215980798,0,0,0,0
274,1574069853589438330,327,1574069853589247172,map,-0.07171501764,0.09621307731,0,0,0,0
275,1574069853831393749,328,1574069853830973796,map,-0.1673350412,0.2244971804,0,0,0,0
276,1574069854074432992,329,1574069854074238196,map,-0.04183376029,0.0561242951,0,0,0,0
277,1574069854311596307,330,1574069854311223368,map,-0.05378626323,0.07215980798,0,0,0,0
278,1574069854548844766,331,1574069854548624061,map,-0.02390500588,0.03207102577,0,0,0,0
279,1574069854792008982,332,1574069854791640253,map,-0.1135487779,0.1523373724,0,0,0,0
280,1574069855029066865,333,1574069855028885704,map,-0.07769126911,0.1042308338,0,0,0,0
281,1574069855271383229,334,1574069855270969545,map,-0.03585750882,0.04810653865,0,0,0,0
282,1574069855509720755,335,1574069855509480722,map,-0.01792875441,0.02405326933,0,0,0,0
283,1574069855752257074,336,1574069855751832511,map,-0.1075725265,0.144319616,0,0,0,0
284,1574069855989731303,337,1574069855989519575,map,-0.09562002352,0.1282841031,0,0,0,0
285,1574069856231247989,338,1574069856230881937,map,-0.1135487779,0.1523373724,0,0,0,0
286,1574069856470781178,339,1574069856470538120,map,-0.1374537838,0.1844083982,0,0,0,0
287,1574069856710918597,340,1574069856710513585,map,-0.08366752058,0.1122485902,0,0,0,0
288,1574069856952817188,341,1574069856952663695,map,-0.06573876617,0.08819532087,0,0,0,0
289,1574069857190134487,342,1574069857189733890,map,-0.1553825382,0.2084616675,0,0,0,0
290,1574069857426154015,343,1574069857425988368,map,-0.1075725265,0.144319616,0,0,0,0
291,1574069857672775291,344,1574069857672414840,map,-0.08366752058,0.1122485902,0,0,0,0
292,1574069857910041991,345,1574069857909817821,map,-0.101596275,0.1363018595,0,0,0,0
293,1574069858151628560,346,1574069858151196052,map,-0.04781001176,0.06414205154,0,0,0,0
294,1574069858385390817,347,1574069858385160300,map,-0.02390500588,0.03207102577,0,0,0,0
295,1574069858631222392,348,1574069858630766615,map,-0.04183376029,0.0561242951,0,0,0,0
296,1574069858867475083,349,1574069858867239327,map,-0.08366752058,0.1122485902,0,0,0,0
297,1574069859111315294,350,1574069859110859858,map,-0.1852637956,0.2485504497,0,0,0,0
298,1574069859352689621,351,1574069859352437457,map,-0.1733112926,0.2325149368,0,0,0,0
299,1574069859589624339,352,1574069859589180841,map,-0.01195250294,0.01603551288,0,0,0,0
300,1574069859829812892,353,1574069859829607488,map,-0.08366752058,0.1122485902,0,0,0,0
301,1574069860069908228,354,1574069860069487812,map,-0.101596275,0.1363018595,0,0,0,0
302,1574069860310155450,355,1574069860310009837,map,-0.08964377205,0.1202663466,0,0,0,0
303,1574069860551615724,356,1574069860551269435,map,-0.02390500588,0.03207102577,0,0,0,0
304,1574069860789460694,357,1574069860789231571,map,-0.09562002352,0.1282841031,0,0,0,0
305,1574069861029321248,358,1574069861028908302,map,-0.02390500588,0.03207102577,0,0,0,0
306,1574069861272719361,359,1574069861272562009,map,-0.1075725265,0.144319616,0,0,0,0
307,1574069861511568815,360,1574069861511238745,map,-0.02390500588,0.03207102577,0,0,0,0
308,1574069861749008711,361,1574069861748738641,map,-0.01195250294,0.01603551288,0,0,0,0
309,1574069861987011247,362,1574069861986586257,map,-0.02390500588,0.03207102577,0,0,0,0
