,%time,seq,stamp,frame_id,xmf,ymf,zmf,magnetic_field_covariance0,magnetic_field_covariance1,magnetic_field_covariance2,magnetic_field_covariance3,magnetic_field_covariance4,magnetic_field_covariance5,magnetic_field_covariance6,magnetic_field_covariance7,magnetic_field_covariance8
115,1574069813374783299,168,1574069813374370918,base_link,103000,234000,-350000,-1,0,0,0,0,0,0,0,0
116,1574069813615278579,169,1574069813614993271,base_link,97000,240000,-345000,-1,0,0,0,0,0,0,0,0
117,1574069813852428594,170,1574069813852039036,base_link,91000,244000,-347000,-1,0,0,0,0,0,0,0,0
118,1574069814092170173,171,1574069814091984741,base_link,84000,243000,-341000,-1,0,0,0,0,0,0,0,0
119,1574069814339601232,172,1574069814339224908,base_link,91000,247000,-336000,-1,0,0,0,0,0,0,0,0
120,1574069814569187942,173,1574069814568992856,base_link,86000,241000,-340000,-1,0,0,0,0,0,0,0,0
121,1574069814816083318,174,1574069814815671214,base_link,93000,237000,-362000,-1,0,0,0,0,0,0,0,0
122,1574069815048848161,175,1574069815048559045,base_link,91000,236000,-346000,-1,0,0,0,0,0,0,0,0
123,1574069815302771570,176,1574069815302538123,base_link,95000,238000,-357000,-1,0,0,0,0,0,0,0,0
124,1574069815529744581,177,1574069815529595269,base_link,96000,234000,-355000,-1,0,0,0,0,0,0,0,0
125,1574069815785696671,178,1574069815785316273,base_link,76000,239000,-350000,-1,0,0,0,0,0,0,0,0
126,1574069816015071845,179,1574069816014859189,base_link,79000,243000,-351000,-1,0,0,0,0,0,0,0,0
127,1574069816262134388,180,1574069816261728159,base_link,88000,246000,-348000,-1,0,0,0,0,0,0,0,0
128,1574069816489304337,181,1574069816489150200,base_link,108000,244000,-334000,-1,0,0,0,0,0,0,0,0
129,1574069816734611236,182,1574069816734347400,base_link,110000,247000,-342000,-1,0,0,0,0,0,0,0,0
130,1574069816969033606,183,1574069816968712387,base_link,101000,252000,-344000,-1,0,0,0,0,0,0,0,0
131,1574069817208902411,184,1574069817208699928,base_link,99000,242000,-324000,-1,0,0,0,0,0,0,0,0
132,1574069817454719872,185,1574069817454284531,base_link,74000,253000,-342000,-1,0,0,0,0,0,0,0,0
133,1574069817699024382,186,1574069817698666075,base_link,78000,250000,-340000,-1,0,0,0,0,0,0,0,0
134,1574069817955521768,187,1574069817955379276,base_link,80000,253000,-335000,-1,0,0,0,0,0,0,0,0
135,1574069818215085120,188,1574069818214683056,base_link,94000,248000,-336000,-1,0,0,0,0,0,0,0,0
136,1574069818412192980,189,1574069818411798636,base_link,89000,252000,-339000,-1,0,0,0,0,0,0,0,0
137,1574069818647452057,190,1574069818647223570,base_link,105000,241000,-334000,-1,0,0,0,0,0,0,0,0
138,1574069818887360907,191,1574069818887023702,base_link,91000,257000,-348000,-1,0,0,0,0,0,0,0,0
139,1574069819151789344,192,1574069819151625422,base_link,98000,246000,-351000,-1,0,0,0,0,0,0,0,0
140,1574069819373640403,193,1574069819373222129,base_link,99000,232000,-345000,-1,0,0,0,0,0,0,0,0
141,1574069819615327126,194,1574069819615135274,base_link,104000,236000,-360000,-1,0,0,0,0,0,0,0,0
142,1574069819867510079,195,1574069819867146311,base_link,114000,229000,-357000,-1,0,0,0,0,0,0,0,0
143,1574069820123070484,196,1574069820122873867,base_link,122000,228000,-353000,-1,0,0,0,0,0,0,0,0
144,1574069820345045892,197,1574069820344655398,base_link,122000,225000,-340000,-1,0,0,0,0,0,0,0,0
145,1574069820584492471,198,1574069820584339659,base_link,125000,227000,-344000,-1,0,0,0,0,0,0,0,0
146,1574069820822634755,199,1574069820822211448,base_link,129000,217000,-351000,-1,0,0,0,0,0,0,0,0
147,1574069821064976388,200,1574069821064773601,base_link,129000,199000,-367000,-1,0,0,0,0,0,0,0,0
148,1574069821295904694,201,1574069821295709386,base_link,130000,187000,-379000,-1,0,0,0,0,0,0,0,0
149,1574069821541176577,202,1574069821540994868,base_link,128000,179000,-369000,-1,0,0,0,0,0,0,0,0
150,1574069821793294850,203,1574069821792995019,base_link,122000,173000,-383000,-1,0,0,0,0,0,0,0,0
151,1574069822031034360,204,1574069822030644675,base_link,127000,166000,-374000,-1,0,0,0,0,0,0,0,0
152,1574069822247824561,205,1574069822247591128,base_link,114000,162000,-383000,-1,0,0,0,0,0,0,0,0
153,1574069822492344228,206,1574069822491963746,base_link,126000,177000,-384000,-1,0,0,0,0,0,0,0,0
154,1574069822734775748,207,1574069822734586835,base_link,123000,199000,-377000,-1,0,0,0,0,0,0,0,0
155,1574069822991116122,208,1574069822990741212,base_link,123000,225000,-352000,-1,0,0,0,0,0,0,0,0
156,1574069823212099651,209,1574069823211896457,base_link,136000,235000,-343000,-1,0,0,0,0,0,0,0,0
157,1574069823451607107,210,1574069823451202477,base_link,141000,226000,-332000,-1,0,0,0,0,0,0,0,0
158,1574069823689591741,211,1574069823689355114,base_link,127000,231000,-354000,-1,0,0,0,0,0,0,0,0
159,1574069823936082276,212,1574069823935709219,base_link,127000,229000,-362000,-1,0,0,0,0,0,0,0,0
160,1574069824190247532,213,1574069824190000810,base_link,128000,215000,-359000,-1,0,0,0,0,0,0,0,0
161,1574069824413991848,214,1574069824413511266,base_link,122000,217000,-358000,-1,0,0,0,0,0,0,0,0
162,1574069824652169339,215,1574069824651993375,base_link,131000,216000,-363000,-1,0,0,0,0,0,0,0,0
163,1574069824889737526,216,1574069824889304142,base_link,133000,212000,-347000,-1,0,0,0,0,0,0,0,0
164,1574069825129666543,217,1574069825129357218,base_link,139000,217000,-364000,-1,0,0,0,0,0,0,0,0
165,1574069825371113592,218,1574069825370836703,base_link,150000,213000,-353000,-1,0,0,0,0,0,0,0,0
166,1574069825615305563,219,1574069825614869401,base_link,147000,218000,-348000,-1,0,0,0,0,0,0,0,0
167,1574069825846430980,220,1574069825846281679,base_link,145000,225000,-343000,-1,0,0,0,0,0,0,0,0
168,1574069826105644383,221,1574069826105306041,base_link,149000,230000,-354000,-1,0,0,0,0,0,0,0,0
169,1574069826331713821,222,1574069826331526531,base_link,154000,220000,-341000,-1,0,0,0,0,0,0,0,0
170,1574069826572521854,223,1574069826572170975,base_link,144000,216000,-356000,-1,0,0,0,0,0,0,0,0
171,1574069826809359505,224,1574069826809145306,base_link,150000,215000,-358000,-1,0,0,0,0,0,0,0,0
172,1574069827055058277,225,1574069827054666275,base_link,148000,205000,-358000,-1,0,0,0,0,0,0,0,0
173,1574069827289768698,226,1574069827289509020,base_link,153000,202000,-348000,-1,0,0,0,0,0,0,0,0
174,1574069827530503202,227,1574069827530017069,base_link,142000,213000,-350000,-1,0,0,0,0,0,0,0,0
175,1574069827775864886,228,1574069827775695929,base_link,137000,221000,-350000,-1,0,0,0,0,0,0,0,0
176,1574069828011428659,229,1574069828011047986,base_link,135000,221000,-350000,-1,0,0,0,0,0,0,0,0
177,1574069828281813510,230,1574069828281669615,base_link,138000,209000,-357000,-1,0,0,0,0,0,0,0,0
178,1574069828495889026,231,1574069828495475156,base_link,124000,220000,-361000,-1,0,0,0,0,0,0,0,0
179,1574069828729466441,232,1574069828729234750,base_link,121000,222000,-355000,-1,0,0,0,0,0,0,0,0
180,1574069828972879350,233,1574069828972489119,base_link,112000,231000,-358000,-1,0,0,0,0,0,0,0,0
181,1574069829208809682,234,1574069829208588160,base_link,122000,222000,-352000,-1,0,0,0,0,0,0,0,0
182,1574069829448536864,235,1574069829448119247,base_link,129000,219000,-351000,-1,0,0,0,0,0,0,0,0
183,1574069829687134420,236,1574069829686857339,base_link,121000,223000,-358000,-1,0,0,0,0,0,0,0,0
184,1574069829932636330,237,1574069829932505241,base_link,137000,219000,-350000,-1,0,0,0,0,0,0,0,0
185,1574069830180987727,238,1574069830180614027,base_link,136000,214000,-357000,-1,0,0,0,0,0,0,0,0
186,1574069830429522098,239,1574069830429387196,base_link,144000,223000,-338000,-1,0,0,0,0,0,0,0,0
187,1574069830675042297,240,1574069830674687068,base_link,149000,228000,-342000,-1,0,0,0,0,0,0,0,0
188,1574069830893265217,241,1574069830893054240,base_link,141000,240000,-342000,-1,0,0,0,0,0,0,0,0
189,1574069831130444164,242,1574069831130127621,base_link,152000,225000,-340000,-1,0,0,0,0,0,0,0,0
190,1574069831385208568,243,1574069831385027483,base_link,154000,219000,-332000,-1,0,0,0,0,0,0,0,0
191,1574069831615108783,244,1574069831614706470,base_link,154000,224000,-336000,-1,0,0,0,0,0,0,0,0
192,1574069831847087859,245,1574069831846926829,base_link,158000,231000,-340000,-1,0,0,0,0,0,0,0,0
193,1574069832105910227,246,1574069832105532705,base_link,164000,229000,-336000,-1,0,0,0,0,0,0,0,0
194,1574069832346413800,247,1574069832346212333,base_link,158000,229000,-338000,-1,0,0,0,0,0,0,0,0
195,1574069832600119579,248,1574069832599729739,base_link,153000,230000,-338000,-1,0,0,0,0,0,0,0,0
196,1574069832870386513,249,1574069832870202428,base_link,151000,225000,-339000,-1,0,0,0,0,0,0,0,0
197,1574069833044742288,250,1574069833044362462,base_link,149000,232000,-336000,-1,0,0,0,0,0,0,0,0
198,1574069833294927070,251,1574069833294746591,base_link,139000,243000,-346000,-1,0,0,0,0,0,0,0,0
199,1574069833532704685,252,1574069833532298946,base_link,147000,235000,-330000,-1,0,0,0,0,0,0,0,0
200,1574069833772618814,253,1574069833772341987,base_link,132000,238000,-337000,-1,0,0,0,0,0,0,0,0
201,1574069834011151260,254,1574069834010736534,base_link,128000,235000,-348000,-1,0,0,0,0,0,0,0,0
202,1574069834261202898,255,1574069834260960449,base_link,131000,236000,-343000,-1,0,0,0,0,0,0,0,0
203,1574069834532351626,256,1574069834531992547,base_link,134000,234000,-340000,-1,0,0,0,0,0,0,0,0
204,1574069834775453382,257,1574069834775270666,base_link,136000,235000,-345000,-1,0,0,0,0,0,0,0,0
205,1574069834979021240,258,1574069834978834315,base_link,137000,235000,-341000,-1,0,0,0,0,0,0,0,0
206,1574069835209829664,259,1574069835209413206,base_link,142000,235000,-339000,-1,0,0,0,0,0,0,0,0
207,1574069835474531917,260,1574069835474295086,base_link,138000,242000,-345000,-1,0,0,0,0,0,0,0,0
208,1574069835690281947,261,1574069835689799648,base_link,146000,234000,-336000,-1,0,0,0,0,0,0,0,0
209,1574069835932717722,262,1574069835932463338,base_link,146000,236000,-335000,-1,0,0,0,0,0,0,0,0
210,1574069836175598393,263,1574069836175204478,base_link,143000,240000,-336000,-1,0,0,0,0,0,0,0,0
211,1574069836409725227,264,1574069836409572850,base_link,148000,234000,-337000,-1,0,0,0,0,0,0,0,0
212,1574069836672555813,265,1574069836672155803,base_link,142000,244000,-348000,-1,0,0,0,0,0,0,0,0
213,1574069836886943458,266,1574069836886747879,base_link,143000,233000,-332000,-1,0,0,0,0,0,0,0,0
214,1574069837145007638,267,1574069837144661967,base_link,147000,243000,-337000,-1,0,0,0,0,0,0,0,0
215,1574069837385015719,268,1574069837384864930,base_link,133000,245000,-335000,-1,0,0,0,0,0,0,0,0
216,1574069837609894118,269,1574069837609539500,base_link,138000,241000,-335000,-1,0,0,0,0,0,0,0,0
217,1574069837855890819,270,1574069837855564346,base_link,147000,238000,-336000,-1,0,0,0,0,0,0,0,0
218,1574069838105516773,271,1574069838105312875,base_link,145000,240000,-330000,-1,0,0,0,0,0,0,0,0
219,1574069838330926045,272,1574069838330665406,base_link,141000,244000,-334000,-1,0,0,0,0,0,0,0,0
220,1574069838605459012,273,1574069838605151145,base_link,142000,246000,-337000,-1,0,0,0,0,0,0,0,0
221,1574069838811568532,274,1574069838811217143,base_link,141000,239000,-331000,-1,0,0,0,0,0,0,0,0
222,1574069839045958471,275,1574069839045748442,base_link,147000,238000,-337000,-1,0,0,0,0,0,0,0,0
223,1574069839290109561,276,1574069839289684682,base_link,148000,234000,-344000,-1,0,0,0,0,0,0,0,0
224,1574069839531657611,277,1574069839531351458,base_link,146000,235000,-342000,-1,0,0,0,0,0,0,0,0
225,1574069839787489160,278,1574069839787102692,base_link,144000,251000,-353000,-1,0,0,0,0,0,0,0,0
226,1574069840041827309,279,1574069840041626270,base_link,146000,235000,-338000,-1,0,0,0,0,0,0,0,0
227,1574069840247597076,280,1574069840247191022,base_link,147000,230000,-342000,-1,0,0,0,0,0,0,0,0
228,1574069840489719544,281,1574069840489595123,base_link,138000,230000,-343000,-1,0,0,0,0,0,0,0,0
229,1574069840763786318,282,1574069840763402155,base_link,139000,237000,-336000,-1,0,0,0,0,0,0,0,0
230,1574069840976084467,283,1574069840975906896,base_link,140000,225000,-312000,-1,0,0,0,0,0,0,0,0
231,1574069841222134047,284,1574069841221660965,base_link,134000,236000,-334000,-1,0,0,0,0,0,0,0,0
232,1574069841448148786,285,1574069841447939827,base_link,131000,238000,-335000,-1,0,0,0,0,0,0,0,0
233,1574069841692538571,286,1574069841692193828,base_link,130000,238000,-343000,-1,0,0,0,0,0,0,0,0
234,1574069841991290813,287,1574069841991060185,base_link,135000,229000,-341000,-1,0,0,0,0,0,0,0,0
235,1574069842201766578,288,1574069842201376780,base_link,137000,235000,-341000,-1,0,0,0,0,0,0,0,0
236,1574069842428975781,289,1574069842428766623,base_link,140000,233000,-337000,-1,0,0,0,0,0,0,0,0
237,1574069842651650299,290,1574069842651415659,base_link,146000,224000,-326000,-1,0,0,0,0,0,0,0,0
238,1574069842887247583,291,1574069842886817311,base_link,148000,238000,-327000,-1,0,0,0,0,0,0,0,0
239,1574069843129608929,292,1574069843129343795,base_link,146000,247000,-338000,-1,0,0,0,0,0,0,0,0
240,1574069843399192796,293,1574069843398873948,base_link,146000,241000,-328000,-1,0,0,0,0,0,0,0,0
241,1574069843613666190,294,1574069843613473402,base_link,147000,245000,-327000,-1,0,0,0,0,0,0,0,0
242,1574069843847708903,295,1574069843847398688,base_link,149000,240000,-336000,-1,0,0,0,0,0,0,0,0
243,1574069844104113997,296,1574069844103944085,base_link,139000,242000,-343000,-1,0,0,0,0,0,0,0,0
244,1574069844333269543,297,1574069844332900146,base_link,133000,243000,-350000,-1,0,0,0,0,0,0,0,0
245,1574069844596134722,298,1574069844596006628,base_link,129000,239000,-346000,-1,0,0,0,0,0,0,0,0
246,1574069844816636884,299,1574069844816241572,base_link,120000,232000,-347000,-1,0,0,0,0,0,0,0,0
247,1574069845052606677,300,1574069845052401305,base_link,111000,228000,-345000,-1,0,0,0,0,0,0,0,0
248,1574069845297384939,301,1574069845297012068,base_link,103000,232000,-349000,-1,0,0,0,0,0,0,0,0
249,1574069845535615166,302,1574069845535405976,base_link,93000,222000,-354000,-1,0,0,0,0,0,0,0,0
250,1574069845771882551,303,1574069845771703433,base_link,71000,229000,-359000,-1,0,0,0,0,0,0,0,0
251,1574069846007825061,304,1574069846007428141,base_link,65000,228000,-357000,-1,0,0,0,0,0,0,0,0
252,1574069846260822212,305,1574069846260544900,base_link,63000,219000,-366000,-1,0,0,0,0,0,0,0,0
253,1574069846526242341,306,1574069846525874187,base_link,57000,221000,-359000,-1,0,0,0,0,0,0,0,0
254,1574069846753718369,307,1574069846753517620,base_link,44000,238000,-374000,-1,0,0,0,0,0,0,0,0
255,1574069847001206257,308,1574069847000867713,base_link,24000,236000,-365000,-1,0,0,0,0,0,0,0,0
256,1574069847236839032,309,1574069847236598667,base_link,16000,235000,-367000,-1,0,0,0,0,0,0,0,0
257,1574069847478727578,310,1574069847478337912,base_link,39000,229000,-372000,-1,0,0,0,0,0,0,0,0
258,1574069847712558807,311,1574069847712403809,base_link,20000,227000,-374000,-1,0,0,0,0,0,0,0,0
